"TOA5","wynken","CR300","36593","CR300-CELL210.11.3.0","CPU:wynken.29dcee00994297b7550bff0a372e8ab5.dld","5610","WindUltra"
"TIMESTAMP","RECORD","WindU","WindV"
"2026-07-06 14:00:00",50,-3.351,0.624
"2026-07-06 15:00:00",51,-2.411,0.042
"2026-07-06 16:00:00",52,-5.953,-0.03
"2026-07-06 17:00:00",53,-4.214,0.782
"2026-07-06 18:00:00",54,-3.372,-0.528
"2026-07-06 19:00:00",55,-1.821,0.087
"2026-07-06 20:00:00",56,0.095,0.349
"2026-07-06 21:00:00",57,-0.345,0.311
"2026-07-06 22:00:00",58,-0.45,-0.463
"2026-07-06 23:00:00",59,-0.628,-1.167
"2026-07-07 00:00:00",60,-0.431,-0.935
"2026-07-07 01:00:00",61,-1.132,-0.713
"2026-07-07 02:00:00",62,-0.916,-1.42
"2026-07-07 03:00:00",63,-0.324,-0.851
"2026-07-07 04:00:00",64,-2.555,-1.245
"2026-07-07 05:00:00",65,-1.028,0.543
"2026-07-07 06:00:00",66,-0.328,-0.282
"2026-07-07 07:00:00",67,0.695,2.171
"2026-07-07 08:00:00",68,0.889,0.478
"2026-07-07 09:00:00",69,-2.398,0.212
"2026-07-07 10:00:00",70,-2.483,0.772
"2026-07-07 11:00:00",71,1.197,0.443
"2026-07-07 12:00:00",72,0.366,1.725
"2026-07-07 13:00:00",73,-1.56,0.651
"2026-07-07 14:00:00",74,-3.918,0.321
"2026-07-07 15:00:00",75,-5.957,-0.134
"2026-07-07 16:00:00",76,-3.744,-0.946
"2026-07-07 17:00:00",77,-3.558,0.659
"2026-07-07 18:00:00",78,-2.469,0.021
"2026-07-07 19:00:00",79,0.747,-0.49
"2026-07-07 20:00:00",80,1.037,-0.489
"2026-07-07 21:00:00",81,-0.1,0.472
"2026-07-07 22:00:00",82,-1.737,-0.23
"2026-07-07 23:00:00",83,-1.175,-1.301
"2026-07-08 00:00:00",84,0.827,-1.681
"2026-07-08 01:00:00",85,0.133,-0.498
"2026-07-08 02:00:00",86,-0.102,0.077
"2026-07-08 03:00:00",87,-1.908,-0.96
"2026-07-08 04:00:00",88,1.306,-0.619
"2026-07-08 05:00:00",89,-1.574,-0.423
"2026-07-08 06:00:00",90,-2.351,0.753
"2026-07-08 07:00:00",91,-3.549,1.329
"2026-07-08 08:00:00",92,1.14,0.479
"2026-07-08 09:00:00",93,-1.842,-0.766
"2026-07-08 10:00:00",94,-0.479,-0.02
"2026-07-08 11:00:00",95,-1.454,1.169
"2026-07-08 12:00:00",96,-0.869,2.545
"2026-07-08 13:00:00",97,-1.746,0.759
"2026-07-08 14:00:00",98,-2.308,0.035
"2026-07-08 15:00:00",99,-3.641,0.507
"2026-07-08 16:00:00",100,-3.09,0.38
"2026-07-08 17:00:00",101,-3.35,-0.076
"2026-07-08 18:00:00",102,-3.871,-0.369
"2026-07-08 19:00:00",103,-2.369,-0.916
"2026-07-08 20:00:00",104,-2.321,-0.676
"2026-07-08 21:00:00",105,-1.303,-0.767
"2026-07-08 22:00:00",106,-0.861,-0.17
"2026-07-08 23:00:00",107,-0.816,0.912
"2026-07-09 00:00:00",108,-1.407,1.421
"2026-07-09 01:00:00",109,-0.281,1.764
"2026-07-09 02:00:00",110,-2.211,0.005
"2026-07-09 03:00:00",111,-3.255,0.593
"2026-07-09 04:00:00",112,-4.022,0.713
"2026-07-09 05:00:00",113,-2.73,-0.569
"2026-07-09 06:00:00",114,-1.818,-0.249
"2026-07-09 07:00:00",115,-2.903,-0.466
"2026-07-09 08:00:00",116,-1.11,-1.263
"2026-07-09 09:00:00",117,-3.324,-0.566
"2026-07-09 10:00:00",118,-3.023,-0.841
"2026-07-09 11:00:00",119,-3.623,0.369
"2026-07-09 12:00:00",120,-4.461,1.155
"2026-07-09 13:00:00",121,-4.012,1.423
"2026-07-09 14:00:00",122,-4.688,0.045
"2026-07-09 15:00:00",123,-3.833,-1.221
"2026-07-09 16:00:00",124,-2.127,0.075
"2026-07-09 17:00:00",125,-2.859,0.134
"2026-07-09 18:00:00",126,-2.371,-0.61
"2026-07-09 19:00:00",127,0.6,1.518
"2026-07-09 20:00:00",128,-1.008,-0.428
"2026-07-09 21:00:00",129,-1.447,-2.21
"2026-07-09 22:00:00",130,-1.948,-2.704
"2026-07-09 23:00:00",131,-0.864,1.654
"2026-07-10 00:00:00",132,-1.926,-0.025
"2026-07-10 01:00:00",133,0.027,0.709
"2026-07-10 02:00:00",134,0.707,0.032
"2026-07-10 03:00:00",135,0.489,0.399
"2026-07-10 04:00:00",136,-0.017,0.298
"2026-07-10 05:00:00",137,-0.688,-0.14
"2026-07-10 06:00:00",138,-0.283,1.004
"2026-07-10 07:00:00",139,0.024,0.941
"2026-07-10 08:00:00",140,-2.132,-0.387
"2026-07-10 09:00:00",141,-2.662,1.452
"2026-07-10 10:00:00",142,-3.843,1.144
"2026-07-10 11:00:00",143,-3.072,-0.323
"2026-07-10 12:00:00",144,-2.651,0.007
"2026-07-10 13:00:00",145,-3.083,-0.96
"2026-07-10 14:00:00",146,-3.83,-0.842
"2026-07-10 15:00:00",147,-1.079,-2.309
"2026-07-10 16:00:00",148,0.451,-1.429
"2026-07-10 17:00:00",149,-3.815,0.159
"2026-07-10 18:00:00",150,-1.519,0.169
"2026-07-10 19:00:00",151,-1.798,0.005
"2026-07-10 20:00:00",152,-2.201,-0.128
"2026-07-10 21:00:00",153,-2.028,-0.63
"2026-07-10 22:00:00",154,-2.901,0.538
"2026-07-10 23:00:00",155,-1.052,0.538
"2026-07-11 00:00:00",156,0.365,-0.731
"2026-07-11 01:00:00",157,-2.999,-0.891
"2026-07-11 02:00:00",158,-2.222,-1.026
"2026-07-11 03:00:00",159,-3.19,-0.167
"2026-07-11 04:00:00",160,0.081,-2.908
"2026-07-11 05:00:00",161,-0.674,-1.295
"2026-07-11 06:00:00",162,-0.642,-2.95
"2026-07-11 07:00:00",163,-2.923,-0.827
"2026-07-11 08:00:00",164,-2.191,1.352
"2026-07-11 09:00:00",165,-4.283,0.59
"2026-07-11 10:00:00",166,-4.536,0.782
"2026-07-11 11:00:00",167,-2.146,0.11
"2026-07-11 12:00:00",168,-2.423,-0.45
"2026-07-11 13:00:00",169,-3.704,-1.453
"2026-07-11 14:00:00",170,0.202,-1.356
"2026-07-11 15:00:00",171,-3.307,2.317
"2026-07-11 16:00:00",172,-3.668,1.972
"2026-07-11 17:00:00",173,-2.873,1.858
"2026-07-11 18:00:00",174,-3.739,0.007
"2026-07-11 19:00:00",175,-3.739,-0.681
"2026-07-11 20:00:00",176,-2.979,-0.156
"2026-07-11 21:00:00",177,-2.41,-0.252
"2026-07-11 22:00:00",178,-2.503,-1.124
"2026-07-11 23:00:00",179,0.262,0.999
"2026-07-12 00:00:00",180,0.588,1.94
"2026-07-12 01:00:00",181,-0.985,-0.933
"2026-07-12 02:00:00",182,-2.233,-0.487
"2026-07-12 03:00:00",183,-2.535,0.135
"2026-07-12 04:00:00",184,-1.136,-1.28
"2026-07-12 05:00:00",185,-0.054,-0.106
"2026-07-12 06:00:00",186,0.216,-0.267
"2026-07-12 07:00:00",187,-3.074,-1.487
"2026-07-12 08:00:00",188,-3.716,-0.194
"2026-07-12 09:00:00",189,-2.914,-0.608
"2026-07-12 10:00:00",190,-3.17,-0.473
"2026-07-12 11:00:00",191,-2.075,0.046
"2026-07-12 12:00:00",192,-3.264,0.39
"2026-07-12 13:00:00",193,-3.379,-0.097
"2026-07-12 14:00:00",194,-1.89,0.481
"2026-07-12 15:00:00",195,-3.766,1.161
"2026-07-12 16:00:00",196,-3.57,0.931
"2026-07-12 17:00:00",197,-3.249,1.147
"2026-07-12 18:00:00",198,-3.432,0.715
"2026-07-12 19:00:00",199,-3.222,-1.324
"2026-07-12 20:00:00",200,-3.041,-0.336
"2026-07-12 21:00:00",201,-3.032,-0.967
"2026-07-12 22:00:00",202,-1.934,-0.772
"2026-07-12 23:00:00",203,-3.595,-0.929
"2026-07-13 00:00:00",204,-2.816,-1.898
"2026-07-13 01:00:00",205,-3.424,-0.523
"2026-07-13 02:00:00",206,-2.213,0.174
"2026-07-13 03:00:00",207,-1.723,0.83
"2026-07-13 04:00:00",208,-3.618,0.889
"2026-07-13 05:00:00",209,-2.915,1.491
"2026-07-13 06:00:00",210,-3.028,2.732
"2026-07-13 07:00:00",211,-2.377,1.976
"2026-07-13 08:00:00",212,-2.681,-0.631
"2026-07-13 09:00:00",213,-2.673,-0.419
"2026-07-13 10:00:00",214,-3.278,-0.088
"2026-07-13 11:00:00",215,-3.684,-1.673
"2026-07-13 12:00:00",216,-3.513,-0.953
"2026-07-13 13:00:00",217,-4.425,-1.055
"2026-07-13 14:00:00",218,-3.711,-1.064
"2026-07-13 15:00:00",219,-3.268,0.558
"2026-07-13 16:00:00",220,-3.537,0.711
"2026-07-13 17:00:00",221,0.372,1.143
"2026-07-13 18:00:00",222,-0.082,-0.165
"2026-07-13 19:00:00",223,-1.835,3.238
"2026-07-13 20:00:00",224,-3.236,0.231
"2026-07-13 21:00:00",225,-2.106,0.487
"2026-07-13 22:00:00",226,-2.035,-0.059
"2026-07-13 23:00:00",227,-2.229,0.484
"2026-07-14 00:00:00",228,-4.943,-0.845
"2026-07-14 01:00:00",229,-2.765,-1.048
"2026-07-14 02:00:00",230,-1.055,-0.722
"2026-07-14 03:00:00",231,-2.404,0.572
"2026-07-14 04:00:00",232,-0.939,-0.252
"2026-07-14 05:00:00",233,-2.592,1.342
"2026-07-14 06:00:00",234,-2.664,0.909
"2026-07-14 07:00:00",235,-0.491,1.92
"2026-07-14 08:00:00",236,-1.173,1.181
"2026-07-14 09:00:00",237,-1.434,-1.389
"2026-07-14 10:00:00",238,-1.692,0.219
"2026-07-14 11:00:00",239,-3.91,-0.277
"2026-07-14 12:00:00",240,-3.955,-0.277
"2026-07-14 13:00:00",241,-3.364,-1.649
"2026-07-14 14:00:00",242,-3.835,-0.596
"2026-07-14 15:00:00",243,-4.897,0.088
"2026-07-14 16:00:00",244,-5.147,-0.184
"2026-07-14 17:00:00",245,-2.388,2.106
"2026-07-14 18:00:00",246,-3.208,-0.546
"2026-07-14 19:00:00",247,-4.718,1.469
"2026-07-14 20:00:00",248,-2.912,3.56
"2026-07-14 21:00:00",249,-1.369,1.085
"2026-07-14 22:00:00",250,-2.593,-0.619
"2026-07-14 23:00:00",251,-1.213,-0.065
"2026-07-15 00:00:00",252,-0.96,1.173
"2026-07-15 01:00:00",253,-0.997,-0.32
"2026-07-15 02:00:00",254,-1.449,0.149
"2026-07-15 03:00:00",255,0.516,-0.285
"2026-07-15 04:00:00",256,0.466,-0.377
"2026-07-15 05:00:00",257,-3.914,-1.86
"2026-07-15 06:00:00",258,-2.419,-2.105
"2026-07-15 07:00:00",259,-2.928,0.738
"2026-07-15 08:00:00",260,0.687,3.385
"2026-07-15 09:00:00",261,-4.25,1.477
"2026-07-15 10:00:00",262,-2.585,-0.15
"2026-07-15 11:00:00",263,-2.632,0.189
"2026-07-15 12:00:00",264,-1.847,0.511
"2026-07-15 13:00:00",265,-2.326,-0.825
"2026-07-15 14:00:00",266,-2.314,-1.107
"2026-07-15 15:00:00",267,-0.445,-1.206
"2026-07-15 16:00:00",268,-3.057,0.447
"2026-07-15 17:00:00",269,-3.576,-0.518
"2026-07-15 18:00:00",270,-3.138,-0.746
"2026-07-15 19:00:00",271,-4.077,-3.477
"2026-07-15 20:00:00",272,1.396,-0.907
"2026-07-15 21:00:00",273,-0.191,-1.867
"2026-07-15 22:00:00",274,-3.13,0.241
"2026-07-15 23:00:00",275,-3.283,-0.726
"2026-07-16 00:00:00",276,-1.643,0.457
"2026-07-16 01:00:00",277,-3.247,0.602
"2026-07-16 02:00:00",278,-3.995,0.772
"2026-07-16 03:00:00",279,-5.167,-0.353
"2026-07-16 04:00:00",280,-2.404,-0.205
"2026-07-16 05:00:00",281,-3.659,0.203
"2026-07-16 06:00:00",282,-3.837,-1.412
"2026-07-16 07:00:00",283,-2.363,0.353
"2026-07-16 08:00:00",284,-1.577,1.982
"2026-07-16 09:00:00",285,0.758,1.9
"2026-07-16 10:00:00",286,-3.185,1.935
"2026-07-16 11:00:00",287,-5.556,0.159
"2026-07-16 12:00:00",288,-4.698,-0.276
"2026-07-16 13:00:00",289,-7.473,0.019
"2026-07-16 14:00:00",290,-5.829,-0.227
"2026-07-16 15:00:00",291,-5.535,1.491
"2026-07-16 16:00:00",292,-2.167,0.516
"2026-07-16 17:00:00",293,-2.734,-0.906
"2026-07-16 18:00:00",294,-3.425,1.19
