"TOA5","Wynken","CR300","36594","CR300-CELL210.11.3.0","CPU:wynken.260608.dld","7919","Ai1"
"TIMESTAMP","RECORD","BatteryVoltage","InternalTemperature","InternalHumidity","CurrentAverage","CurrentMaximum","ProcessingTime","SerialNumber","DataloggerOSVersion","Ai1OSVersion","ProgramSignature","ProgramCounter","StartUpCode","WatchdogErrors","SkippedScans","MemoryFree","CellUsageToday","CellUsageThisMonth","CellRSSI","CellNetBand","Latitude","Longitude","GPSSatellitesInView","Pressure_mH2O","ReadAttempts_Max"
"TS","RN","Volts","°C","%","mA (-=Charge, +=Discharge)","mA (-=Charge, +=Discharge)","µS","","","","(0-65535)","Cycles","(0=Ok, -1=Power, -2=Watchdog)","Errors Since Compile","Scans Skipped","Bytes","kB","kB","dBm","","Decimal Degrees (N=+,S=-)","Decimal Degrees (E=+,W=-)","GPS Satellites visible","mH2O",""
"","","Smp","Smp","Smp","Avg:mA","Max:mA","Smp","Smp","Smp","Smp","Smp:0-65535)","Smp","Smp:0=Ok","Smp:Watchdog Errors Since Compile","Smp:Scans Skipped","Smp:Bytes","Smp:kB","Smp:kB","Smp:dBm","Smp:band","Smp","Smp","Smp","Smp","Max"
"2026-06-09 10:00:00",0,13.68,27.13,42,0.161,86,204,36594,1.3,0.75,7919,533,-1,0,0,27488,40.1,1024,-91,4,44.31815,-68.92735,0,-13.01,0
"2026-06-09 11:00:00",1,13.62,23.37,36,86,86,204,36594,1.3,0.75,7919,1253,-1,0,1,27488,119.2,1103,-81,4,44.04374,-68.89283,4,-13.01,1
"2026-06-09 12:00:00",2,13.64,21.83,35,54.99,55,205,36594,1.3,0.75,7919,1973,-1,0,2,27488,204.5,1188,-77,4,44.04374,-68.89283,4,-13.01,1
"2026-06-09 13:00:00",3,13.66,20.31,36,45.01,54,204,36594,1.3,0.75,7919,2693,-1,0,3,27488,286.8,1270,-81,4,44.04363,-68.89232,4,0.06,1
"2026-06-09 14:00:00",4,13.66,20.5,37,54.02,70,204,36594,1.3,0.75,7919,3413,-1,0,4,27488,368,1352,-93,4,44.04363,-68.89232,4,0.06,1
"2026-06-09 15:00:00",5,13.67,20.38,37,69.99,70,211,36594,1.3,0.75,7919,4133,-1,0,5,27488,446.4,1430,-87,4,44.04359,-68.89223,4,0.06,1
"2026-06-09 16:00:00",6,13.69,20.58,36,60.01,69,205,36594,1.3,0.75,7919,4853,-1,0,6,27488,527.2,1511,-83,4,44.04359,-68.89229,4,0.04,1
"2026-06-09 17:00:00",7,13.7,20.05,36,68.98,69,211,36594,1.3,0.75,7919,5573,-1,0,7,27488,610.3,1594,-81,13,44.04364,-68.89224,5,0.04,1
"2026-06-09 18:00:00",8,13.72,20.36,36,58.03,83,205,36594,1.3,0.75,7919,6293,-1,0,8,27488,711.8,1695,-85,4,44.04353,-68.89224,4,0.024,1
"2026-06-09 19:00:00",9,13.72,19.09,36,83,83,204,36594,1.3,0.75,7919,7013,-1,0,9,27488,805,1789,-85,4,44.04353,-68.89224,4,0.024,1
"2026-06-09 20:00:00",10,13.72,17.21,36,80.1,143,204,36594,1.3,0.75,7919,7733,-1,0,10,27488,890,1874,-73,4,44.04358,-68.89221,4,0.012,1
"2026-06-09 21:00:00",11,13.4,15.78,36,143,143,204,36594,1.3,0.75,7919,8453,-1,0,11,27488,977,1961,-81,4,44.04354,-68.89225,5,0.012,1
"2026-06-09 22:00:00",12,13.26,15.56,36,138,138,204,36594,1.3,0.75,7919,9173,-1,0,12,27488,1061,2045,-85,4,44.04357,-68.8922,4,0.011,1
"2026-06-09 23:00:00",13,13.21,15.42,37,131,142,204,36594,1.3,0.75,7919,9893,-1,0,13,27488,1155,2138,-87,4,44.0437,-68.89227,4,0.011,1
"2026-06-10 00:00:00",14,13.21,15.2,36,142,142,204,36594,1.3,0.75,7919,10613,-1,0,14,27488,0,2228,-87,4,44.0437,-68.89227,4,0.008,1
"2026-06-10 01:00:00",15,13.21,14.66,37,120,120,212,36594,1.3,0.75,7919,11333,-1,0,15,27488,96.5,2325,-87,4,44.04359,-68.89226,5,0.008,1
"2026-06-10 02:00:00",16,13.21,14.82,37,100,117,212,36594,1.3,0.75,7919,12053,-1,0,16,27488,193.5,2422,-87,4,44.04354,-68.89226,4,0.008,1
"2026-06-10 03:00:00",17,13.2,14.74,37,117,123,212,36594,1.3,0.75,7919,12773,-1,0,17,27488,278.6,2507,-75,13,44.04365,-68.89225,4,0.008,1
"2026-06-10 04:00:00",18,13.18,14.96,37,123,141,205,36594,1.3,0.75,7919,13493,-1,0,18,27488,369.7,2598,-87,4,44.04358,-68.89226,4,-0.001,1
"2026-06-10 05:00:00",19,13.21,14.95,36,140.9,141,204,36594,1.3,0.75,7919,14213,-1,0,19,27488,459.9,2688,-87,4,44.04357,-68.8923,4,-0.001,1
"2026-06-10 06:00:00",20,13.5,16.04,36,89.7,90,204,36594,1.3,0.75,7919,14933,-1,0,20,27488,545.5,2774,-83,4,44.04356,-68.8923,5,-0.001,1
"2026-06-10 07:00:00",21,13.53,20.06,36,-149.9,-72,204,36594,1.3,0.75,7919,15653,-1,0,21,27488,641.7,2870,-83,4,44.04353,-68.89227,4,-0.001,1
"2026-06-10 08:00:00",22,13.67,21.72,35,-71.81,67,204,36594,1.3,0.75,7919,16373,-1,0,22,27488,730.5,2959,-77,4,44.04351,-68.89224,4,-0.001,1
"2026-06-10 09:00:00",23,13.67,22.91,34,67,67,204,36594,1.3,0.75,7919,17093,-1,0,23,27488,816,3045,-77,4,44.04351,-68.89224,4,-0.001,1
"2026-06-10 10:00:00",24,13.64,23.9,33,67.01,77,204,36594,1.3,0.75,7919,17813,-1,0,24,27488,911,3139,-93,4,44.04352,-68.8922,5,0,1
"2026-06-10 11:00:00",25,13.64,21.75,34,76.98,77,212,36594,1.3,0.75,7919,18533,-1,0,25,27488,1000,3228,-81,4,44.04356,-68.8922,5,0.002,1
"2026-06-10 12:00:00",26,13.64,21.79,35,64.99,65,204,36594,1.3,0.75,7919,19253,-1,0,26,27488,1086,3314,-79,4,44.04368,-68.89233,4,0.002,1
"2026-06-10 13:00:00",27,13.65,22.35,36,55.98,56,204,36594,1.3,0.75,7919,19973,-1,0,27,27488,1169,3397,-75,13,44.04359,-68.89227,5,0.002,1
"2026-06-10 14:00:00",28,13.67,21.75,36,41,41,205,36594,1.3,0.75,7919,20693,-1,0,28,27488,1248,3477,-87,4,44.04357,-68.89225,4,-0.002,1
"2026-06-10 15:00:00",29,13.67,22.27,36,38.03,62,204,36594,1.3,0.75,7919,21413,-1,0,29,27488,1322,3550,-83,4,44.04357,-68.89225,4,-0.002,1
"2026-06-10 16:00:00",30,13.66,22.08,36,62,62,210,36594,1.3,0.75,7919,22133,-1,0,30,27488,1396,3624,-81,4,44.04357,-68.89225,4,-0.015,1
"2026-06-10 17:00:00",31,13.67,21.76,36,61.99,62,210,36594,1.3,0.75,7919,22853,-1,0,31,27488,1470,3699,-77,4,44.04357,-68.89228,4,-0.015,1
"2026-06-10 18:00:00",32,13.68,20.59,36,53,53,204,36594,1.3,0.75,7919,23573,-1,0,32,27488,1549,3777,-85,4,44.04357,-68.89228,4,-0.015,1
"2026-06-10 19:00:00",33,13.66,19.54,35,50.06,94,205,36594,1.3,0.75,7919,24293,-1,0,33,27488,1627,3855,-81,13,44.04358,-68.89229,4,-0.015,1
"2026-06-10 20:00:00",34,13.42,17.94,36,94,128,204,36594,1.3,0.75,7919,25013,-1,0,34,27488,1705,3933,-83,4,44.04358,-68.89224,6,-0.032,1
"2026-06-10 21:00:00",35,13.28,17.32,36,128,137,211,36594,1.3,0.75,7919,25733,-1,0,35,27488,1785,4013,-81,4,44.04354,-68.89223,5,-0.032,1
"2026-06-10 22:00:00",36,13.23,16.91,36,137,151,205,36594,1.3,0.75,7919,26453,-1,0,36,27488,1872,4101,-81,4,44.04354,-68.89224,5,-0.045,1
"2026-06-10 23:00:00",37,13.22,16.96,36,151,151,204,36594,1.3,0.75,7919,27173,-1,0,37,27488,1957,4185,-87,4,44.04354,-68.89222,5,-0.045,1
"2026-06-11 00:00:00",38,13.2,16.88,36,149,158,205,36594,1.3,0.75,7919,27893,-1,0,38,27488,0,4269,-83,4,44.04356,-68.89223,4,-0.045,1
"2026-06-11 01:00:00",39,13.21,16.51,36,157.9,158,204,36594,1.3,0.75,7919,28613,-1,0,39,27488,87.3,4357,-89,4,44.04356,-68.89224,4,-0.045,1
"2026-06-11 02:00:00",40,13.2,16.79,37,114.1,156,204,36594,1.3,0.75,7919,29333,-1,0,40,27488,172.5,4442,-89,4,44.04357,-68.89223,4,-0.051,1
"2026-06-11 03:00:00",41,13.22,15.7,37,155.9,156,204,36594,1.3,0.75,7919,30053,-1,0,41,27488,258.3,4528,-89,4,44.04356,-68.8923,4,-0.051,1
"2026-06-11 04:00:00",42,13.21,15.71,37,119,125,204,36594,1.3,0.75,7919,30773,-1,0,42,27488,339.9,4609,-87,4,44.04352,-68.89221,4,-0.06,1
"2026-06-11 05:00:00",43,13.21,14.74,37,125,125,204,36594,1.3,0.75,7919,31493,-1,0,43,27488,421.7,4691,-87,4,44.04359,-68.89234,4,-0.06,1
"2026-06-11 06:00:00",44,13.18,14.62,36,107.1,163,204,36594,1.3,0.75,7919,32213,-1,0,44,27488,499.5,4769,-91,4,44.04369,-68.8923,4,-0.06,1
"2026-06-11 07:00:00",45,13.27,15.2,36,162.9,163,204,36594,1.3,0.75,7919,32933,-1,0,45,27488,579.6,4849,-87,4,44.04357,-68.89228,5,-0.06,1
"2026-06-11 08:00:00",46,13.35,15.75,35,90.9,91,211,36594,1.3,0.75,7919,33653,-1,0,46,27488,664.2,4933,-89,4,44.04358,-68.89214,4,-0.064,1
"2026-06-11 09:00:00",47,13.46,17.22,35,48.91,49,209,36594,1.3,0.75,7919,34373,-1,0,47,27488,750.3,5020,-73,13,44.04354,-68.89224,4,-0.064,1
"2026-06-11 10:00:00",48,13.47,16.96,35,-17.97,7,211,36594,1.3,0.75,7919,35093,-1,0,48,27488,839,5108,-77,13,44.04354,-68.89225,4,-0.064,1
"2026-06-11 11:00:00",49,13.68,22.4,34,7.05,43,204,36594,1.3,0.75,7919,35813,-1,0,49,27488,934,5203,-87,4,44.04354,-68.89221,5,-0.064,1
"2026-06-11 12:00:00",50,13.64,24.01,36,43,45,204,36594,1.3,0.75,7919,36533,-1,0,50,27488,1015,5284,-79,13,44.04353,-68.89224,4,-0.064,1
"2026-06-11 13:00:00",51,13.64,22.49,36,45.01,49,204,36594,1.3,0.75,7919,37253,-1,0,51,27488,1099,5369,-85,4,44.04354,-68.89211,4,-0.064,1
