"TOA5","blynken","CR300","36594","CR300-CELL210.11.3.0","CPU:blynken.df84130b24f674375003011e71973b5b.dld","28117","WindUltra"
"TIMESTAMP","RECORD","WindU","WindV"
"TS","RN","",""
"","","Smp","Smp"
"2026-08-11 02:00:00",518,0.579,-0.526
"2026-08-11 03:00:00",519,-3.147,0.641
"2026-08-11 04:00:00",520,-5.256,0.462
"2026-08-11 05:00:00",521,1.05,-0.188
"2026-08-11 06:00:00",522,-1.543,1.88
"2026-08-11 07:00:00",523,-0.493,1.253
"2026-08-11 08:00:00",524,-3.477,0.817
"2026-08-11 09:00:00",525,-3.528,-1.058
"2026-08-11 10:00:00",526,-2.475,-1.146
"2026-08-11 11:00:00",527,-5.741,0.528
"2026-08-11 12:00:00",528,-4.402,-1.571
"2026-08-11 13:00:00",529,-2.924,-1.935
"2026-08-11 14:00:00",530,-3.682,-1.23
"2026-08-11 15:00:00",531,-5.279,0.83
"2026-08-11 16:00:00",532,-5.167,-0.689
"2026-08-11 17:00:00",533,-3.95,-0.129
"2026-08-11 18:00:00",534,-4.314,0.009
"2026-08-11 19:00:00",535,-2.365,2.105
"2026-08-11 20:00:00",536,-4.407,0.725
"2026-08-11 21:00:00",537,-3.97,0.256
"2026-08-11 22:00:00",538,-5.171,-0.318
"2026-08-11 23:00:00",539,-4.824,0.121
"2026-08-12 00:00:00",540,-4.59,0.063
"2026-08-12 01:00:00",541,-0.927,1.454
"2026-08-12 02:00:00",542,-2.991,-0.949
"2026-08-12 03:00:00",543,-4.002,-2.297
"2026-08-12 04:00:00",544,-4.063,-0.798
"2026-08-12 05:00:00",545,-3.806,-1.229
"2026-08-12 06:00:00",546,-1.024,-0.78
"2026-08-12 07:00:00",547,-2.661,-0.142
"2026-08-12 08:00:00",548,-3.274,0.862
"2026-08-12 09:00:00",549,-1.273,-0.955
"2026-08-12 10:00:00",550,-2.401,0.195
"2026-08-12 11:00:00",551,0.632,-0.149
"2026-08-12 12:00:00",552,1.112,-1.356
"2026-08-12 13:00:00",553,-1.69,0.487
"2026-08-12 14:00:00",554,-4.343,-0.395
"2026-08-12 15:00:00",555,-3.896,-1.587
"2026-08-12 16:00:00",556,-3.394,-0.287
"2026-08-12 17:00:00",557,-2.497,-0.335
"2026-08-12 18:00:00",558,-2.73,0.632
"2026-08-12 19:00:00",559,-2.548,0.518
"2026-08-12 20:00:00",560,-3.592,1.532
"2026-08-12 21:00:00",561,-3.047,1.35
"2026-08-12 22:00:00",562,-3.693,1.104
"2026-08-12 23:00:00",563,-4.498,0.467
"2026-08-13 00:00:00",564,-2.359,-0.278
"2026-08-13 01:00:00",565,-2.035,-1.143
"2026-08-13 02:00:00",566,-0.562,0.115
"2026-08-13 03:00:00",567,-1.045,0.378
"2026-08-13 04:00:00",568,-2.02,0.715
"2026-08-13 05:00:00",569,-2.096,0.217
"2026-08-13 06:00:00",570,-0.267,1.128
"2026-08-13 07:00:00",571,-3.447,-0.578
"2026-08-13 08:00:00",572,-2.917,0.943
"2026-08-13 09:00:00",573,0.58,-1.059
"2026-08-13 10:00:00",574,0.034,-0.304
"2026-08-13 11:00:00",575,-0.918,0.457
"2026-08-13 12:00:00",576,-2.562,-0.28
"2026-08-13 13:00:00",577,-1.799,-0.417
"2026-08-13 14:00:00",578,-2.838,0.474
"2026-08-13 15:00:00",579,-4.297,0.617
"2026-08-13 16:00:00",580,-4.515,-1.644
"2026-08-13 17:00:00",581,-3.31,-0.647
"2026-08-13 18:00:00",582,-1.165,-0.229
"2026-08-13 19:00:00",583,-0.066,1.222
"2026-08-13 20:00:00",584,0.868,0.451
"2026-08-13 21:00:00",585,-5.222,0.868
"2026-08-13 22:00:00",586,-4.536,1.244
"2026-08-13 23:00:00",587,-4.287,-1.58
"2026-08-14 00:00:00",588,-4.968,-1.879
"2026-08-14 01:00:00",589,-4.686,-0.713
"2026-08-14 02:00:00",590,-3.036,-1.551
"2026-08-14 03:00:00",591,-4.701,-1.462
"2026-08-14 04:00:00",592,-6.16,-2.151
"2026-08-14 05:00:00",593,-6.176,-0.284
"2026-08-14 06:00:00",594,-4.045,-2.123
"2026-08-14 07:00:00",595,-7.036,0.438
"2026-08-14 08:00:00",596,-8.91,-1.956
"2026-08-14 09:00:00",597,-4.844,1.232
"2026-08-14 10:00:00",598,-7.995,0.71
"2026-08-14 11:00:00",599,-6.235,-1.325
"2026-08-14 12:00:00",600,-4.411,-1.8
"2026-08-14 13:00:00",601,-7.811,-0.214
"2026-08-14 14:00:00",602,-6.432,-0.331
"2026-08-14 15:00:00",603,-5.102,-0.944
"2026-08-14 16:00:00",604,-4.677,-0.358
"2026-08-14 17:00:00",605,-3.743,-0.368
"2026-08-14 18:00:00",606,-4.809,-1.869
"2026-08-14 19:00:00",607,-6.779,0.228
"2026-08-14 20:00:00",608,-3.165,-0.893
"2026-08-14 21:00:00",609,-2.572,-0.873
"2026-08-14 22:00:00",610,-4.885,-0.629
"2026-08-14 23:00:00",611,-6.154,-0.331
"2026-08-15 00:00:00",612,-3.914,0.89
"2026-08-15 01:00:00",613,-3.473,0.883
"2026-08-15 02:00:00",614,-5.483,0.005
"2026-08-15 03:00:00",615,-4.521,0.631
"2026-08-15 04:00:00",616,-4.588,-1.403
"2026-08-15 05:00:00",617,-3.935,0.181
"2026-08-15 06:00:00",618,-0.974,-1.295
"2026-08-15 07:00:00",619,-4.749,1.118
"2026-08-15 08:00:00",620,-4.332,0.729
"2026-08-15 09:00:00",621,-1.927,-0.625
"2026-08-15 10:00:00",622,-1.667,1.241
"2026-08-15 11:00:00",623,-0.822,-2.215
"2026-08-15 12:00:00",624,0.384,-0.478
"2026-08-15 13:00:00",625,-3.59,0.523
"2026-08-15 14:00:00",626,-3.512,0.659
"2026-08-15 15:00:00",627,-4.24,-0.608
"2026-08-15 16:00:00",628,-3.139,-1.075
"2026-08-15 17:00:00",629,-4.134,-1.064
"2026-08-15 18:00:00",630,-2.076,-0.609
"2026-08-15 19:00:00",631,-2.222,-0.859
"2026-08-15 20:00:00",632,-0.574,-0.271
"2026-08-15 21:00:00",633,-0.998,0.347
"2026-08-15 22:00:00",634,0.834,0.127
"2026-08-15 23:00:00",635,1.76,1.241
"2026-08-16 00:00:00",636,-1.339,2.872
"2026-08-16 01:00:00",637,-4.877,-0.199
"2026-08-16 02:00:00",638,-4.535,-0.056
"2026-08-16 03:00:00",639,-3.611,-1.704
"2026-08-16 04:00:00",640,-3.181,-0.891
"2026-08-16 05:00:00",641,-3.486,-0.159
"2026-08-16 06:00:00",642,-3.706,0.714
"2026-08-16 07:00:00",643,-3.637,0.185
"2026-08-16 08:00:00",644,-2.504,0.806
