"TOA5","Wynken","CR300","36593","CR300-CELL210.Std.11.02","CPU:wynken.250527.dld","27736","Ai1"
"TIMESTAMP","RECORD","BatteryVoltage","InternalTemperature","InternalHumidity","CurrentAverage","CurrentMaximum","SensorHoldPowerOn","ProcessingTime","SerialNumber","DataloggerOSVersion","Ai1OSVersion","ProgramSignature","ProgramCounter","StartUpCode","WatchdogErrors","SkippedScans","MemoryFree","CellUsageToday","CellUsageThisMonth","CellRSSI","CellNetBand","Latitude","Longitude","GPSSatellitesInView","Pressure_mH2O","ReadAttempts_Max"
"TS","RN","Volts","°C","%","mA (-=Charge, +=Discharge)","mA (-=Charge, +=Discharge)","True = Keep Sensor On","µS","","","","(0-65535)","Cycles","(0=Ok, -1=Power, -2=Watchdog)","Errors Since Compile","Scans Skipped","Bytes","kB","kB","dBm","","Decimal Degrees (N=+,S=-)","Decimal Degrees (E=+,W=-)","GPS Satellites visible","mH2O",""
"","","Smp","Smp","Smp","Avg:mA","Max:mA","Smp","Smp","Smp","Smp","Smp","Smp:0-65535)","Smp","Smp:0=Ok","Smp:Watchdog Errors Since Compile","Smp:Scans Skipped","Smp:Bytes","Smp:kB","Smp:kB","Smp:dBm","Smp:band","Smp","Smp","Smp","Smp","Max"
"2025-05-28 23:00:00",30,13.22,23.63,37,138,138,0,420,36593,11.02,0.75,27736,21944,0,0,30,29440,1392,156197,-83,4,0,0,0,0.04,1
"2025-05-29 00:00:00",31,13.23,23.81,37,136,136,0,414,36593,11.02,0.75,27736,22664,0,0,31,29440,0,156270,-85,4,0,0,0,0.04,1
"2025-05-29 01:00:00",32,13.2,23.81,37,104.1,147,0,413,36593,11.02,0.75,27736,23384,0,0,32,29440,71.98,156344,-83,4,0,0,0,0.038,1
"2025-05-29 02:00:00",33,13.2,23.34,37,147,147,0,414,36593,11.02,0.75,27736,24104,0,0,33,29440,140.1,156414,-85,4,0,0,0,0.038,1
"2025-05-29 03:00:00",34,13.19,23.26,36,139.2,274,0,422,36593,11.02,0.75,27736,24824,0,0,34,29440,206.5,156482,-85,4,0,0,0,0.037,1
"2025-05-29 04:00:00",35,13.2,23.04,36,273.8,274,0,414,36593,11.02,0.75,27736,25544,0,0,35,29440,274.8,156552,-83,4,0,0,0,0.037,1
"2025-05-29 05:00:00",36,13.21,22.78,36,129,129,0,414,36593,11.02,0.75,27736,26264,0,0,36,29440,349.4,156628,-85,4,0,0,0,0.027,1
"2025-05-29 06:00:00",37,13.22,22.67,36,98,99,0,413,36593,11.02,0.75,27736,26984,0,0,37,29440,423.2,156703,-85,4,0,0,0,0.027,1
"2025-05-29 07:00:00",38,13.21,22.43,36,99,99,0,421,36593,11.02,0.75,27736,27704,0,0,38,29440,492.1,156774,-85,4,0,0,0,0.027,1
"2025-05-29 08:00:00",39,13.22,22.58,36,97,97,0,421,36593,11.02,0.75,27736,28424,0,0,39,29440,557,156841,-83,4,0,0,0,0.027,1
"2025-05-29 09:00:00",40,13.23,24.04,36,81,106,0,420,36593,11.02,0.75,27736,29144,0,0,40,29440,620,156906,-77,4,0,0,0,0.02,1
"2025-05-29 10:00:00",41,13.46,25.79,35,105.7,106,0,421,36593,11.02,0.75,27736,29864,0,0,41,29440,688.8,156976,-73,4,0,0,0,0.02,1
"2025-05-29 11:00:00",42,13.57,24.71,35,-120.2,-120,0,413,36593,11.02,0.75,27736,30584,0,0,42,29440,757.1,157046,-81,4,44.12276,-69.04707,4,0.018,1
"2025-05-29 12:00:00",43,13.53,22.79,35,-285.9,-180,0,414,36593,11.02,0.75,27736,31304,0,0,43,29440,884,157175,-77,4,44.31693,-68.92756,4,0.018,1
"2025-05-29 13:00:00",44,13.49,21.03,35,-179.9,-101,0,414,36593,11.02,0.75,27736,32024,0,0,44,29440,948,157241,-73,4,44.31693,-68.92756,4,0.018,1
