		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
05/21/25	3:00 a	49.4	49.7	49.2	78	42.8	7.8	WSW	7.83	15.7	WSW	45.2	49.3	45.1	---	30.032	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.650	0.000	63.7	53	46.2	62.1	9.95	 .0753	0.002	1340	1	98.0	60
05/21/25	4:00 a	49.0	49.2	48.7	79	42.8	8.7	WSW	8.70	16.5	W	44.1	48.9	44.0	---	30.034	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.667	0.000	63.0	53	45.6	61.3	9.95	 .0754	0.002	1361	1	99.5	60
05/21/25	5:00 a	48.4	48.9	47.5	80	42.5	5.2	SW	5.22	14.8	SW	45.8	48.3	45.7	---	30.026	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.692	0.000	62.3	54	45.4	60.6	10.15	 .0755	0.001	1360	1	99.4	60
05/21/25	6:00 a	47.1	47.5	46.7	79	40.9	3.5	SW	3.48	9.6	WSW	45.5	46.9	45.3	---	30.022	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.746	0.000	61.7	54	44.9	60.0	10.15	 .0756	0.001	1365	1	99.8	60
05/21/25	7:00 a	48.1	48.5	47.4	78	41.6	6.1	SW	6.09	14.8	SW	44.9	47.9	44.7	---	30.031	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.704	0.000	61.1	54	44.3	59.3	10.15	 .0757	0.001	1382	1	100.0	60
05/21/25	8:00 a	48.3	48.4	48.2	78	41.8	5.2	SW	5.22	12.2	WSW	45.7	48.1	45.5	---	30.021	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.696	0.000	60.7	54	43.9	58.9	10.15	 .0758	0.001	1359	1	99.3	60
05/21/25	9:00 a	48.5	48.6	48.3	79	42.3	6.1	SW	6.09	14.8	WSW	45.4	48.4	45.3	---	30.019	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.688	0.000	60.4	55	44.2	58.7	10.25	 .0758	0.001	1319	1	96.4	60
05/21/25	10:00 a	48.1	48.4	47.8	80	42.2	9.6	SW	9.57	17.4	SW	42.6	48.0	42.5	---	30.036	0.00	0.00	19	1.63	95	0.0	0.00	0.0	0.704	0.000	60.2	54	43.5	58.4	10.15	 .0759	0.002	1350	1	98.7	60
05/21/25	11:00 a	48.4	48.7	47.7	81	42.8	8.7	SW	8.70	16.5	SW	43.4	48.3	43.3	---	30.063	0.00	0.00	162	13.93	302	0.0	0.00	0.0	0.692	0.000	60.4	55	44.2	58.7	10.25	 .0759	0.004	1354	1	99.0	60
05/21/25	12:00 p	47.6	47.9	47.4	81	42.1	9.6	WSW	9.57	17.4	SW	42.0	47.5	41.9	---	30.076	0.00	0.00	152	13.07	204	0.4	0.17	0.8	0.725	0.000	61.3	54	44.5	59.6	10.15	 .0758	0.004	1355	1	99.0	60
05/21/25	1:00 p	48.4	49.2	47.6	79	42.2	7.8	SW	7.83	14.8	WSW	44.0	48.3	43.9	---	30.081	0.00	0.00	292	25.12	348	1.3	0.56	1.7	0.692	0.000	61.7	54	44.9	60.0	10.15	 .0758	0.006	1383	1	100.0	60
05/21/25	2:00 p	49.5	50.3	49.0	79	43.3	8.7	W	8.70	13.9	W	44.7	49.4	44.6	---	30.069	0.00	0.00	419	36.04	570	2.3	0.99	3.4	0.646	0.000	62.4	54	45.5	60.8	10.15	 .0756	0.009	1375	1	100.0	60
05/21/25	3:00 p	50.0	50.6	49.5	77	43.1	7.0	WNW	6.96	10.4	WNW	46.5	49.9	46.4	---	30.079	0.00	0.00	515	44.30	717	3.4	1.46	5.5	0.625	0.000	63.1	54	46.2	61.5	10.15	 .0755	0.011	1361	1	99.5	60
05/21/25	4:00 p	50.9	51.7	50.2	78	44.3	7.0	WNW	6.96	10.4	WNW	47.6	50.6	47.3	---	30.073	0.00	0.00	540	46.45	803	4.3	1.84	7.1	0.587	0.000	63.7	55	47.2	62.3	10.25	 .0754	0.013	1372	1	100.0	60
05/21/25	5:00 p	51.9	52.3	51.3	77	44.9	5.2	NW	5.22	11.3	WNW	49.9	51.6	49.6	---	30.066	0.00	0.00	996	85.67	1183	5.7	2.44	7.0	0.546	0.000	64.4	55	47.9	63.0	10.25	 .0752	0.018	1385	1	100.0	60
05/21/25	6:00 p	51.8	52.4	50.8	79	45.5	8.7	NW	8.70	13.9	NW	47.4	51.6	47.2	---	30.062	0.00	0.00	906	77.93	1116	5.1	2.19	6.2	0.550	0.000	65.2	55	48.6	63.9	10.25	 .0751	0.017	1341	1	98.0	60
05/21/25	7:00 p	50.6	51.0	50.3	79	44.3	7.8	NW	7.83	12.2	NW	46.6	50.4	46.4	---	30.067	0.00	0.00	501	43.09	684	3.3	1.41	5.5	0.600	0.000	65.9	54	48.8	64.6	10.11	 .0750	0.011	1298	1	94.9	60
05/21/25	8:00 p	50.5	50.8	50.3	79	44.2	6.1	NW	6.09	9.6	NW	47.8	50.4	47.7	---	30.071	0.00	0.00	447	38.45	926	2.3	0.99	3.8	0.604	0.000	66.5	53	48.8	65.2	9.92	 .0749	0.010	1333	1	97.4	60
05/21/25	9:00 p	51.0	51.3	50.6	82	45.7	5.2	WNW	5.22	10.4	WNW	48.9	50.9	48.8	---	30.062	0.00	0.00	366	31.48	694	1.5	0.64	2.5	0.583	0.000	67.0	52	48.8	65.7	9.71	 .0748	0.008	1361	1	99.5	60
05/21/25	10:00 p	50.6	51.3	49.7	82	45.3	4.3	N	4.35	8.7	N	48.9	50.5	48.8	---	30.079	0.00	0.00	77	6.62	195	0.1	0.04	0.7	0.600	0.000	67.3	52	49.1	66.0	9.70	 .0748	0.002	1343	1	98.2	60
05/21/25	11:00 p	49.1	49.8	48.7	81	43.5	4.3	W	4.35	8.7	NNW	47.1	49.0	47.0	---	30.073	0.00	0.00	41	3.53	70	0.0	0.00	0.0	0.663	0.000	67.4	51	48.6	66.0	9.50	 .0748	0.001	1348	1	98.5	60
05/22/25	12:00 a	48.9	49.0	48.7	83	44.0	4.3	WNW	4.35	9.6	WNW	46.9	48.9	46.9	---	30.074	0.00	0.00	12	1.03	28	0.0	0.00	0.0	0.671	0.000	67.2	50	47.9	65.7	9.31	 .0749	0.001	1356	1	99.1	60
05/22/25	1:00 a	48.9	49.2	48.7	83	44.0	4.3	WNW	4.35	10.4	WNW	46.9	48.9	46.9	---	30.081	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.671	0.000	66.5	49	46.7	64.8	9.12	 .0750	0.001	1310	1	95.8	60
05/22/25	2:00 a	49.0	49.2	48.8	83	44.1	6.1	W	6.09	8.7	WNW	46.0	49.0	46.0	---	30.087	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.667	0.000	65.5	48	45.3	63.6	8.94	 .0752	0.001	1330	1	97.2	60
05/22/25	3:00 a	49.2	49.5	49.0	81	43.6	8.7	WNW	8.70	13.0	W	44.3	49.2	44.3	---	30.088	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.658	0.000	64.4	48	44.3	62.4	8.97	 .0754	0.001	1330	1	97.2	60
05/22/25	4:00 a	49.4	49.8	49.1	83	44.5	12.2	W	12.17	16.5	WNW	42.8	49.4	42.8	---	30.084	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.650	0.000	63.4	50	44.4	61.5	9.38	 .0755	0.002	1329	1	97.1	60
05/22/25	5:00 a	49.4	49.6	49.0	82	44.1	12.2	W	12.17	20.0	WNW	42.8	49.4	42.8	---	30.078	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.650	0.000	62.5	50	43.6	60.5	9.40	 .0757	0.002	1337	1	97.7	60
05/22/25	6:00 a	48.9	49.2	48.3	82	43.6	13.0	W	13.04	22.6	W	42.0	48.9	42.0	---	30.071	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.671	0.000	61.8	50	43.0	59.8	9.41	 .0758	0.002	1347	1	98.5	60
05/22/25	7:00 a	47.9	48.5	47.4	85	43.6	14.8	W	14.78	23.5	W	40.2	47.9	40.2	---	30.067	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.712	0.000	61.0	51	42.7	59.1	9.63	 .0759	0.002	1339	1	97.9	60
05/22/25	8:00 a	47.2	47.6	46.8	84	42.6	13.9	W	13.91	21.7	W	39.7	47.2	39.7	---	30.062	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.742	0.000	60.3	51	42.1	58.4	9.64	 .0760	0.002	1311	1	95.8	60
05/22/25	9:00 a	46.7	47.0	46.3	87	43.0	15.7	W	15.65	24.3	W	38.6	46.8	38.7	---	30.054	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.762	0.000	59.7	52	42.0	57.8	9.76	 .0761	0.001	1319	1	96.4	60
05/22/25	10:00 a	46.3	46.6	46.1	88	42.9	14.8	W	14.78	22.6	W	38.4	46.4	38.5	---	30.056	0.00	0.00	9	0.77	26	0.0	0.00	0.0	0.779	0.000	59.2	52	41.6	57.3	9.77	 .0762	0.001	1276	1	93.3	60
05/22/25	11:00 a	46.3	46.5	46.1	88	42.9	15.7	W	15.65	22.6	W	38.1	46.4	38.2	---	30.060	0.00	0.00	50	4.30	79	0.0	0.00	0.0	0.779	0.000	58.8	53	41.7	57.0	9.95	 .0762	0.002	1309	1	95.7	60
05/22/25	12:00 p	46.2	46.5	46.0	88	42.8	14.8	W	14.78	20.0	W	38.3	46.3	38.4	---	30.063	0.00	0.00	102	8.77	160	0.1	0.04	0.6	0.783	0.000	58.6	53	41.5	56.8	9.95	 .0763	0.003	1300	1	95.0	60
05/22/25	1:00 p	46.5	46.8	46.0	86	42.5	13.9	W	13.91	20.9	W	38.9	46.5	38.9	---	30.064	0.00	0.00	226	19.44	438	1.1	0.47	1.9	0.771	0.000	59.1	54	42.5	57.3	10.15	 .0762	0.005	1318	1	96.3	60
05/22/25	2:00 p	47.5	48.3	46.7	84	42.9	12.2	WSW	12.17	20.0	W	40.7	47.5	40.7	---	30.066	0.00	0.00	489	42.06	722	2.6	1.11	3.5	0.729	0.000	60.5	53	43.3	58.7	9.95	 .0759	0.010	1331	1	97.3	60
05/22/25	3:00 p	48.5	49.1	48.0	82	43.3	14.8	W	14.78	27.0	W	40.9	48.5	40.9	---	30.066	0.00	0.00	666	57.28	1118	3.9	1.67	5.8	0.688	0.000	61.5	54	44.7	59.8	10.15	 .0758	0.014	1370	1	100.0	60
05/22/25	4:00 p	48.7	49.2	48.4	82	43.5	20.0	W	20.00	27.0	W	39.7	48.7	39.7	---	30.074	0.00	0.00	762	65.54	1074	4.6	1.97	6.2	0.679	0.000	61.8	54	45.0	60.1	10.15	 .0757	0.016	1360	1	99.4	60
05/22/25	5:00 p	48.8	49.3	48.4	82	43.5	19.1	W	19.13	26.1	W	40.1	48.8	40.1	---	30.050	0.00	0.00	369	31.74	898	3.3	1.41	5.5	0.675	0.000	62.1	53	44.8	60.3	9.95	 .0756	0.011	1369	1	100.0	60
05/22/25	6:00 p	49.0	49.6	48.5	79	42.8	19.1	W	19.13	26.1	WNW	40.3	48.9	40.2	---	30.031	0.00	0.00	395	33.97	705	3.2	1.37	5.6	0.667	0.000	62.4	52	44.5	60.6	9.75	 .0755	0.011	1357	1	99.2	60
05/22/25	7:00 p	49.3	49.6	49.1	78	42.7	20.0	WNW	20.00	27.8	W	40.4	49.1	40.2	---	30.015	0.00	0.00	372	32.00	580	2.3	0.99	3.3	0.654	0.000	62.3	52	44.4	60.5	9.75	 .0755	0.010	1354	1	99.0	60
05/22/25	8:00 p	49.3	49.5	49.0	80	43.4	21.7	W	21.74	27.8	W	40.0	49.2	39.9	---	30.002	0.00	0.00	263	22.62	353	1.5	0.64	1.8	0.654	0.000	62.0	52	44.2	60.2	9.75	 .0755	0.002	1365	1	99.8	60
05/22/25	9:00 p	49.6	49.8	49.3	79	43.4	20.0	W	20.00	26.1	W	40.8	49.5	40.7	---	29.997	0.00	0.00	175	15.05	232	0.9	0.39	1.1	0.642	0.000	61.6	52	43.8	59.7	9.75	 .0756	0.006	1375	1	100.0	60
05/22/25	10:00 p	50.1	50.6	49.7	80	44.2	16.5	W	16.52	25.2	W	42.2	50.1	42.2	---	29.981	0.00	0.00	139	11.96	176	0.5	0.21	0.8	0.621	0.000	61.2	52	43.4	59.3	9.75	 .0756	0.005	1352	1	98.8	60
05/22/25	11:00 p	50.3	50.6	50.1	80	44.4	18.3	W	18.26	27.0	W	41.9	50.2	41.8	---	29.962	0.00	0.00	63	5.42	111	0.0	0.00	0.0	0.613	0.000	60.8	52	43.1	58.9	9.75	 .0756	0.004	1344	1	98.2	60
05/23/25	12:00 a	50.0	50.3	49.7	82	44.7	16.5	W	16.52	24.3	W	42.1	50.0	42.1	---	29.951	0.00	0.00	16	1.38	49	0.0	0.00	0.0	0.625	0.000	60.6	52	42.9	58.7	9.75	 .0756	0.003	1351	1	98.8	60
05/23/25	1:00 a	49.5	49.8	49.2	82	44.2	14.8	W	14.78	23.5	W	42.1	49.5	42.1	---	29.922	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.646	0.000	60.2	52	42.5	58.3	9.75	 .0756	0.002	1303	1	95.2	60
05/23/25	2:00 a	48.7	49.5	47.9	86	44.7	18.3	W	18.26	28.7	W	40.1	48.8	40.2	---	29.891	0.05	0.11	0	0.00	0	0.0	0.00	0.0	0.679	0.000	59.8	52	42.1	57.9	9.75	 .0756	0.002	1362	1	99.6	60
05/23/25	3:00 a	48.5	48.9	48.1	83	43.6	18.3	W	18.26	29.6	W	39.9	48.5	39.9	---	29.857	0.01	0.05	0	0.00	0	0.0	0.00	0.0	0.688	0.000	59.1	53	42.0	57.3	9.95	 .0757	0.002	1353	1	98.9	60
05/23/25	4:00 a	47.4	48.7	45.9	89	44.3	21.7	W	21.74	35.7	W	37.8	47.6	38.0	---	29.789	0.12	0.27	0	0.00	0	0.0	0.00	0.0	0.733	0.000	58.2	54	41.6	56.4	10.15	 .0756	0.000	1987	1	100.0	60
05/23/25	5:00 a	45.4	45.9	44.6	92	43.2	17.4	WSW	17.39	27.8	W	36.6	45.6	36.8	---	29.773	0.17	0.39	0	0.00	0	0.0	0.00	0.0	0.817	0.000	57.4	54	40.9	55.6	10.15	 .0757	0.001	1353	1	98.9	60
05/23/25	6:00 a	44.6	44.8	44.3	94	43.0	15.7	WSW	15.65	27.8	WSW	36.2	44.8	36.4	---	29.745	0.15	0.40	0	0.00	0	0.0	0.00	0.0	0.850	0.000	56.9	55	40.9	55.2	10.31	 .0757	0.001	1319	1	96.4	60
05/23/25	7:00 a	43.9	44.4	43.3	95	42.6	18.3	WSW	18.26	32.2	WSW	34.7	44.1	34.9	---	29.699	0.27	1.65	0	0.00	0	0.0	0.00	0.0	0.879	0.000	56.6	55	40.6	54.9	10.32	 .0756	0.001	1262	1	92.3	60
05/23/25	9:00 a	43.5	43.7	43.4	95	42.2	17.4	WSW	17.39	29.6	WSW	34.5	43.7	34.7	---	29.656	0.02	0.36	0	0.00	0	0.0	0.00	0.0	0.896	0.000	56.2	56	40.7	54.6	10.45	 .0756	0.000	1931	1	100.0	60
05/23/25	10:00 a	43.5	43.7	43.3	95	42.2	16.5	WSW	16.52	28.7	WSW	34.7	43.7	34.9	---	29.649	0.01	0.00	5	0.43	16	0.0	0.00	0.0	0.896	0.000	55.8	56	40.3	54.2	10.45	 .0756	0.001	1290	1	94.3	60
05/23/25	11:00 a	43.6	43.9	43.4	95	42.3	16.5	WSW	16.52	28.7	WSW	34.8	43.8	35.0	---	29.631	0.03	0.00	26	2.24	51	0.0	0.00	0.0	0.892	0.000	55.5	56	40.0	54.0	10.45	 .0756	0.001	1301	1	95.1	60
05/23/25	12:00 p	44.0	44.4	43.7	95	42.7	16.5	WSW	16.52	27.8	WSW	35.3	44.2	35.5	---	29.616	0.00	0.00	79	6.79	114	0.1	0.04	0.5	0.875	0.000	55.5	57	40.5	54.0	10.64	 .0756	0.002	1321	1	96.6	60
05/23/25	1:00 p	44.6	44.8	44.3	95	43.3	16.5	WSW	16.52	29.6	SW	36.0	44.8	36.2	---	29.607	0.02	0.00	94	8.09	141	0.5	0.21	0.7	0.850	0.000	56.0	58	41.4	54.5	10.75	 .0755	0.002	1327	1	97.0	60
05/23/25	2:00 p	45.0	45.2	44.7	95	43.7	15.7	SW	15.65	27.8	WSW	36.7	45.2	36.9	---	29.599	0.02	0.10	74	6.36	111	0.5	0.21	0.7	0.833	0.000	56.4	58	41.8	54.9	10.75	 .0754	0.002	1254	1	91.7	60
05/23/25	3:00 p	45.5	45.9	45.1	95	44.2	15.7	WSW	15.65	27.8	WSW	37.3	45.8	37.6	---	29.607	0.01	0.10	124	10.67	206	0.9	0.39	1.4	0.813	0.000	56.8	63	44.3	55.6	11.71	 .0753	0.003	1319	1	96.4	60
05/23/25	4:00 p	46.2	46.4	45.8	95	44.8	11.3	SW	11.30	22.6	WSW	39.5	46.5	39.8	---	29.607	0.02	0.00	185	15.91	264	1.4	0.60	1.9	0.783	0.000	58.3	68	47.8	57.3	12.82	 .0750	0.004	1318	1	96.3	60
05/23/25	5:00 p	46.7	47.6	46.2	95	45.3	7.8	SW	7.83	16.5	WSW	42.0	47.0	42.3	---	29.607	0.12	0.22	187	16.08	352	1.4	0.60	2.3	0.762	0.000	60.1	66	48.7	59.1	12.35	 .0747	0.003	1352	1	98.8	60
05/23/25	6:00 p	48.4	49.5	47.6	92	46.2	7.0	SSW	6.96	16.5	SSW	44.6	48.7	44.9	---	29.630	0.06	0.12	323	27.78	496	2.2	0.94	3.0	0.692	0.000	61.3	62	48.2	60.1	11.45	 .0746	0.006	1350	1	98.7	60
05/23/25	7:00 p	49.9	50.3	49.3	89	46.8	5.2	SSW	5.22	14.8	S	47.6	50.2	47.9	---	29.648	0.00	0.00	354	30.45	466	2.2	0.94	2.6	0.629	0.000	61.4	61	47.8	60.1	11.25	 .0746	0.007	1380	1	100.0	60
05/23/25	8:00 p	50.6	51.1	50.1	83	45.6	6.1	S	6.09	16.5	S	47.9	50.6	47.9	---	29.653	0.00	0.00	362	31.14	605	1.9	0.81	2.7	0.600	0.000	61.5	60	47.5	60.2	11.12	 .0746	0.007	1372	1	100.0	60
05/23/25	9:00 p	50.7	51.3	50.2	81	45.1	5.2	SSE	5.22	13.0	SSW	48.5	50.6	48.4	---	29.676	0.00	0.00	180	15.48	279	0.9	0.39	1.6	0.596	0.000	61.8	59	47.3	60.4	10.95	 .0746	0.004	1344	1	98.2	60
05/23/25	10:00 p	49.8	50.3	49.0	82	44.5	4.3	SSE	4.35	12.2	SSE	48.0	49.8	48.0	---	29.689	0.00	0.00	129	11.10	155	0.3	0.13	0.7	0.633	0.000	61.9	58	47.0	60.5	10.75	 .0747	0.003	1358	1	99.3	60
05/23/25	11:00 p	49.4	50.0	49.2	84	44.8	4.3	SE	4.35	8.7	S	47.5	49.5	47.6	---	29.700	0.00	0.00	77	6.62	109	0.0	0.00	0.0	0.650	0.000	62.2	58	47.2	60.8	10.75	 .0747	0.002	1355	1	99.0	60
05/24/25	12:00 a	48.9	49.2	48.5	86	44.9	2.6	ESE	2.61	7.0	ESE	48.4	49.0	48.5	---	29.722	0.00	0.00	13	1.12	33	0.0	0.00	0.0	0.671	0.000	62.2	57	46.8	60.7	10.59	 .0747	0.001	1352	1	98.8	60
05/24/25	1:00 a	48.0	48.6	47.4	88	44.6	2.6	ESE	2.61	6.1	E	47.4	48.1	47.5	---	29.738	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.708	0.000	61.8	56	45.9	60.2	10.45	 .0748	0.000	1360	1	99.4	60
05/24/25	2:00 a	47.1	47.6	46.6	90	44.3	2.6	ESE	2.61	5.2	ESE	46.4	47.3	46.6	---	29.746	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.746	0.000	61.3	56	45.5	59.7	10.45	 .0750	0.000	1356	1	99.1	60
05/24/25	3:00 a	46.4	46.7	46.3	92	44.2	1.7	ESE	1.74	5.2	ESE	46.4	46.6	46.6	---	29.742	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.775	0.000	60.9	56	45.1	59.3	10.45	 .0750	0.000	1345	1	98.3	60
05/24/25	4:00 a	46.3	46.4	46.2	93	44.4	1.7	ESE	1.74	4.3	ESE	46.3	46.5	46.5	---	29.741	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.779	0.000	60.5	56	44.7	58.9	10.45	 .0751	0.000	1362	1	99.6	60
05/24/25	5:00 a	46.2	46.3	46.1	93	44.3	1.7	ESE	1.74	4.3	ESE	46.2	46.4	46.4	---	29.745	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.783	0.000	59.9	56	44.2	58.3	10.45	 .0752	0.000	1298	1	94.9	60
05/24/25	6:00 a	46.1	46.3	46.0	93	44.2	0.9	ESE	0.87	3.5	ESE	46.1	46.3	46.3	---	29.736	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.788	0.000	59.5	56	43.8	57.9	10.45	 .0752	0.000	1318	1	96.3	60
05/24/25	7:00 a	46.0	46.1	45.9	94	44.4	0.9	ESE	0.87	3.5	ESE	46.0	46.3	46.3	---	29.733	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.792	0.000	59.2	56	43.5	57.6	10.45	 .0753	0.000	1307	1	95.5	60
05/24/25	8:00 a	45.9	46.0	45.8	94	44.3	0.9	ESE	0.87	1.7	ESE	45.9	46.2	46.2	---	29.730	0.01	0.00	0	0.00	0	0.0	0.00	0.0	0.796	0.000	58.9	56	43.2	57.3	10.45	 .0753	0.000	1321	1	96.6	60
05/24/25	9:00 a	45.7	45.9	45.5	95	44.4	0.0	ESE	0.00	2.6	ESE	45.7	46.0	46.0	---	29.722	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.804	0.000	58.7	56	43.0	57.1	10.45	 .0753	0.000	1325	1	96.9	60
05/24/25	10:00 a	45.7	46.0	45.5	95	44.4	0.0	ESE	0.00	1.7	ESE	45.7	46.0	46.0	---	29.740	0.00	0.00	23	1.98	42	0.0	0.00	0.0	0.804	0.000	58.5	56	42.8	56.9	10.45	 .0754	0.000	1354	1	99.0	60
05/24/25	11:00 a	46.4	47.0	45.9	95	45.0	0.0	ESE	0.00	1.7	ESE	46.4	46.7	46.7	---	29.749	0.00	0.00	63	5.42	104	0.0	0.00	0.0	0.775	0.000	58.4	57	43.2	56.8	10.58	 .0754	0.001	1328	1	97.1	60
05/24/25	12:00 p	47.6	48.1	46.9	93	45.7	0.9	ESE	0.87	3.5	ESE	47.6	47.9	47.9	---	29.750	0.00	0.00	134	11.53	165	0.2	0.09	0.6	0.725	0.000	58.5	57	43.3	56.9	10.58	 .0754	0.002	1323	1	96.7	60
05/24/25	1:00 p	48.5	49.0	47.9	92	46.3	2.6	ESE	2.61	5.2	ESE	48.0	48.8	48.3	---	29.754	0.00	0.00	194	16.69	332	0.8	0.34	1.2	0.688	0.000	58.9	57	43.7	57.3	10.57	 .0754	0.004	1335	1	97.6	60
05/24/25	2:00 p	48.3	48.5	47.9	92	46.1	3.5	WSW	3.48	7.0	WSW	46.9	48.6	47.2	---	29.748	0.00	0.00	150	12.90	230	0.8	0.34	1.3	0.696	0.000	59.3	58	44.5	57.8	10.75	 .0753	0.003	1380	1	100.0	60
05/24/25	3:00 p	48.4	48.8	48.0	92	46.2	3.5	W	3.48	7.0	W	47.0	48.7	47.3	---	29.743	0.01	0.00	281	24.17	346	1.8	0.77	2.3	0.692	0.000	59.5	57	44.2	57.9	10.56	 .0752	0.005	1376	1	100.0	60
05/24/25	4:00 p	49.3	49.7	48.6	89	46.2	3.5	W	3.48	7.0	WNW	48.1	49.6	48.4	---	29.739	0.00	0.00	305	26.23	376	2.2	0.94	2.8	0.654	0.000	59.6	57	44.3	58.0	10.56	 .0752	0.006	1382	1	100.0	60
05/24/25	5:00 p	48.7	49.5	48.0	92	46.5	2.6	WNW	2.61	6.1	WNW	48.2	49.1	48.6	---	29.734	0.01	0.00	185	15.91	343	1.4	0.60	2.4	0.679	0.000	59.7	59	45.3	58.2	10.95	 .0752	0.003	1364	1	99.7	60
05/24/25	6:00 p	49.2	50.5	48.1	90	46.4	3.5	N	3.48	7.0	N	47.9	49.5	48.2	---	29.732	0.00	0.00	316	27.18	390	2.1	0.90	2.7	0.658	0.000	59.8	59	45.4	58.3	10.95	 .0751	0.006	1343	1	98.2	60
05/24/25	7:00 p	50.8	51.0	50.4	86	46.8	4.3	NNW	4.35	7.0	N	49.2	50.9	49.3	---	29.739	0.00	0.00	226	19.44	369	1.5	0.64	2.5	0.592	0.000	60.1	59	45.7	58.6	10.95	 .0751	0.005	1363	1	99.6	60
05/24/25	8:00 p	50.8	51.0	50.6	86	46.8	5.2	N	5.22	8.7	N	48.7	50.9	48.8	---	29.737	0.00	0.00	269	23.14	357	1.5	0.64	1.8	0.592	0.000	60.3	59	45.9	58.8	10.95	 .0751	0.005	1383	1	100.0	60
05/24/25	9:00 p	50.9	51.2	50.6	90	48.1	4.3	N	4.35	8.7	N	49.3	51.1	49.5	---	29.753	0.02	0.05	96	8.26	197	0.3	0.13	1.1	0.587	0.000	60.3	59	45.9	58.8	10.95	 .0751	0.002	1353	1	98.9	60
05/24/25	10:00 p	50.6	50.8	50.2	92	48.4	3.5	NNE	3.48	7.8	NE	49.6	50.9	49.9	---	29.767	0.00	0.00	47	4.04	81	0.0	0.00	0.0	0.600	0.000	60.3	58	45.5	58.8	10.75	 .0752	0.001	1355	1	99.0	60
05/24/25	11:00 p	50.2	50.4	50.1	93	48.3	3.5	ENE	3.48	7.8	ENE	49.1	50.6	49.5	---	29.785	0.03	0.09	43	3.70	79	0.0	0.00	0.0	0.617	0.000	60.4	57	45.1	58.8	10.56	 .0752	0.001	1358	1	99.3	60
05/25/25	12:00 a	50.4	50.6	50.1	93	48.5	1.7	ENE	1.74	3.5	ENE	50.4	50.8	50.8	---	29.796	0.00	0.00	18	1.55	40	0.0	0.00	0.0	0.608	0.000	60.2	57	44.9	58.6	10.55	 .0753	0.000	1374	1	100.0	60
05/25/25	1:00 a	50.3	50.6	50.0	94	48.6	0.9	ENE	0.87	2.6	ENE	50.3	50.7	50.7	---	29.800	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.613	0.000	59.9	56	44.2	58.3	10.45	 .0753	0.000	1371	1	100.0	60
05/25/25	2:00 a	49.5	50.0	49.2	94	47.8	2.6	ENE	2.61	5.2	ENE	49.1	50.0	49.6	---	29.802	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.646	0.000	59.5	56	43.8	57.9	10.45	 .0754	0.000	1340	1	98.0	60
05/25/25	3:00 a	49.1	49.3	48.9	94	47.4	1.7	ENE	1.74	5.2	ENE	49.1	49.6	49.6	---	29.800	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.663	0.000	59.1	56	43.4	57.5	10.45	 .0755	0.000	1332	1	97.4	60
05/25/25	4:00 a	48.7	49.0	48.3	94	47.1	1.7	ENE	1.74	4.3	ENE	48.7	49.1	49.1	---	29.804	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.679	0.000	58.9	56	43.2	57.3	10.45	 .0755	0.000	1318	1	96.3	60
