		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
06/25/25	11:00 p	88.2	88.8	87.6	50	67.2	3.5	SE	3.48	10.4	ESE	88.2	91.6	91.6	---	29.872	0.00	0.00	216	18.58	297	0.2	0.09	0.7	0.000	0.967	93.5	47	70.2	100.2	8.45	 .0698	0.008	1404	1	100.0	60
06/26/25	12:00 a	85.7	87.6	83.9	49	64.3	3.5	SE	3.48	8.7	SE	85.7	87.3	87.3	---	29.896	0.00	0.00	59	5.07	127	0.0	0.00	0.0	0.000	0.862	93.8	46	69.9	100.2	8.27	 .0699	0.004	1402	1	100.0	60
06/26/25	1:00 a	82.0	83.9	80.3	53	63.2	2.6	SE	2.61	6.1	SE	82.0	83.0	83.0	---	29.927	0.00	0.00	3	0.26	14	0.0	0.00	0.0	0.000	0.708	93.5	44	68.3	98.6	7.98	 .0701	0.002	1402	1	100.0	60
06/26/25	2:00 a	79.6	80.3	78.1	45	56.4	3.5	SSE	3.48	8.7	SSE	79.6	79.0	79.0	---	29.962	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.608	92.8	43	67.0	96.8	7.84	 .0703	0.004	1393	1	100.0	60
06/26/25	3:00 a	77.1	78.1	75.9	42	52.2	4.3	S	4.35	11.3	SSW	77.1	76.2	76.2	---	29.981	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.504	91.6	41	64.6	93.9	7.59	 .0707	0.004	1396	1	100.0	60
06/26/25	4:00 a	74.9	75.9	74.4	43	50.9	6.1	S	6.09	14.8	S	74.9	74.1	74.1	---	29.991	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.413	90.2	38	61.2	90.7	7.15	 .0710	0.005	1398	1	100.0	60
06/26/25	5:00 a	73.5	74.4	72.6	45	50.9	5.2	S	5.22	13.9	SSE	73.5	72.7	72.7	---	30.007	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.354	88.7	37	59.1	88.3	6.98	 .0714	0.005	1387	1	100.0	60
06/26/25	6:00 a	71.2	72.6	69.9	52	52.7	5.2	SW	5.22	13.0	SW	71.2	70.1	70.1	---	30.025	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.258	87.4	39	59.4	87.1	7.30	 .0716	0.004	1348	1	98.5	60
06/26/25	7:00 a	68.5	69.8	67.2	58	53.1	6.1	SW	6.09	12.2	WSW	68.5	67.8	67.8	---	30.052	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.146	86.1	40	59.0	85.6	7.53	 .0718	0.004	1379	1	100.0	60
06/26/25	8:00 a	66.2	67.3	65.2	56	50.0	7.0	WSW	6.96	15.7	WSW	65.6	65.1	64.5	---	30.061	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	84.8	40	57.8	84.1	7.55	 .0721	0.004	1382	1	100.0	60
06/26/25	9:00 a	64.6	65.2	63.9	60	50.4	6.1	SW	6.09	13.9	WSW	64.6	63.6	63.6	---	30.090	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.017	0.000	83.5	40	56.6	82.6	7.55	 .0723	0.003	1399	1	100.0	60
06/26/25	10:00 a	63.4	64.0	62.7	70	53.4	5.2	WSW	5.22	10.4	SW	63.4	62.9	62.9	---	30.097	0.00	0.00	22	1.89	39	0.0	0.00	0.0	0.067	0.000	82.2	41	56.2	81.3	7.71	 .0726	0.002	1400	1	100.0	60
06/26/25	11:00 a	63.9	64.9	62.3	61	50.2	4.3	SW	4.35	12.2	WSW	63.9	62.9	62.9	---	30.108	0.00	0.00	182	15.65	315	0.2	0.09	0.8	0.046	0.000	81.6	42	56.3	80.8	7.85	 .0727	0.006	1716	1	100.0	60
06/26/25	12:00 p	64.8	65.4	64.3	59	50.1	7.0	SW	6.96	13.9	WSW	64.2	63.7	63.1	---	30.125	0.00	0.00	392	33.72	475	1.3	0.56	1.9	0.008	0.000	82.4	42	57.0	81.7	7.85	 .0726	0.011	1391	1	100.0	60
06/26/25	1:00 p	65.5	65.9	65.2	57	49.9	7.0	WSW	6.96	12.2	WSW	64.9	64.4	63.8	---	30.124	0.00	0.00	557	47.91	635	2.7	1.16	3.5	0.000	0.021	82.7	40	55.9	81.7	7.55	 .0726	0.015	1392	1	100.0	60
06/26/25	2:00 p	65.8	66.2	65.4	58	50.6	6.1	WSW	6.09	12.2	W	65.8	64.8	64.8	---	30.123	0.00	0.00	707	60.81	791	4.4	1.89	5.4	0.000	0.033	82.7	39	55.2	81.5	7.40	 .0726	0.018	1398	1	100.0	60
06/26/25	4:00 p	66.0	66.8	65.4	60	51.7	5.2	W	5.22	7.8	W	66.0	65.1	65.1	---	30.124	0.00	0.00	690	59.35	1113	5.4	2.31	7.9	0.000	0.042	82.3	37	53.4	80.9	7.10	 .0727	0.017	2429	1	100.0	60
06/26/25	5:00 p	65.6	65.9	65.3	66	53.9	5.2	WNW	5.22	7.0	WNW	65.6	65.2	65.2	---	30.119	0.00	0.00	257	22.10	420	2.5	1.07	4.0	0.000	0.025	81.6	38	53.5	80.2	7.25	 .0728	0.008	1398	1	100.0	60
06/26/25	6:00 p	65.2	65.9	64.3	63	52.3	5.2	N	5.22	9.6	N	65.2	64.5	64.5	---	30.124	0.00	0.00	113	9.72	127	1.0	0.43	1.2	0.000	0.008	81.2	38	53.2	79.8	7.25	 .0729	0.005	1395	1	100.0	60
06/26/25	7:00 p	64.1	64.6	63.6	64	51.7	4.3	NE	4.35	7.8	ENE	64.1	63.3	63.3	---	30.102	0.00	0.00	106	9.12	144	0.9	0.39	1.2	0.038	0.000	80.8	38	52.8	79.4	7.25	 .0729	0.004	1374	1	100.0	60
06/26/25	8:00 p	64.2	64.6	63.7	65	52.2	4.3	NE	4.35	7.8	NE	64.2	63.5	63.5	---	30.116	0.00	0.00	168	14.45	202	1.3	0.56	1.6	0.033	0.000	80.2	38	52.3	78.8	7.25	 .0730	0.005	1372	1	100.0	60
06/26/25	9:00 p	63.9	64.6	63.4	64	51.5	6.1	ENE	6.09	10.4	E	63.9	63.1	63.1	---	30.107	0.00	0.00	126	10.84	142	0.8	0.34	1.0	0.046	0.000	79.3	38	51.5	77.9	7.26	 .0731	0.005	1355	1	99.0	60
06/26/25	10:00 p	63.2	63.5	62.9	63	50.4	5.2	ENE	5.22	10.4	ENE	63.2	62.3	62.3	---	30.086	0.00	0.00	136	11.70	172	0.6	0.26	0.7	0.075	0.000	78.5	39	51.5	77.2	7.48	 .0732	0.005	1384	1	100.0	60
06/26/25	11:00 p	63.3	63.5	63.1	66	51.7	3.5	E	3.48	7.8	E	63.3	62.6	62.6	---	30.098	0.00	0.00	104	8.95	153	0.0	0.00	0.5	0.071	0.000	78.2	39	51.2	76.9	7.49	 .0733	0.004	1392	1	100.0	60
06/27/25	12:00 a	62.7	63.0	62.2	71	53.2	3.5	E	3.48	6.1	E	62.7	62.2	62.2	---	30.099	0.00	0.00	38	3.27	60	0.0	0.00	0.0	0.096	0.000	78.0	40	51.7	76.8	7.59	 .0733	0.002	1394	1	100.0	60
06/27/25	1:00 a	61.6	62.2	60.8	76	54.0	2.6	ENE	2.61	6.1	E	61.6	61.3	61.3	---	30.110	0.00	0.00	5	0.43	18	0.0	0.00	0.0	0.142	0.000	77.6	39	50.7	76.4	7.50	 .0734	0.001	1386	1	100.0	60
06/27/25	2:00 a	59.6	60.8	58.5	80	53.4	3.5	E	3.48	6.1	E	59.6	59.4	59.4	---	30.126	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.225	0.000	77.0	40	50.8	75.9	7.61	 .0735	0.001	1395	1	100.0	60
06/27/25	3:00 a	58.4	58.6	58.2	81	52.6	3.5	E	3.48	6.1	E	58.4	58.2	58.2	---	30.134	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.275	0.000	76.2	40	50.1	75.1	7.63	 .0737	0.001	1390	1	100.0	60
06/27/25	4:00 a	58.5	59.3	58.2	77	51.3	3.5	E	3.48	7.8	E	58.5	58.0	58.0	---	30.150	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.271	0.000	75.2	42	50.5	74.3	7.95	 .0738	0.001	1401	1	100.0	60
06/27/25	5:00 a	58.5	59.3	58.0	81	52.7	1.7	E	1.74	5.2	E	58.5	58.3	58.3	---	30.158	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.271	0.000	74.1	43	50.2	73.2	8.09	 .0740	0.001	1397	1	100.0	60
06/27/25	6:00 a	58.6	59.7	58.2	79	52.1	0.9	E	0.87	4.3	E	58.6	58.3	58.3	---	30.164	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.267	0.000	73.2	44	50.0	72.3	8.29	 .0742	0.001	1393	1	100.0	60
06/27/25	7:00 a	60.6	61.2	59.7	81	54.7	1.7	SSE	1.74	7.0	SE	60.6	60.5	60.5	---	30.166	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.183	0.000	72.4	45	49.9	71.2	8.45	 .0743	0.001	1392	1	100.0	60
06/27/25	8:00 a	57.8	60.2	55.8	87	54.0	1.7	SE	1.74	4.3	SSE	57.8	57.8	57.8	---	30.171	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.300	0.000	71.8	45	49.3	70.3	8.45	 .0744	0.001	1389	1	100.0	60
06/27/25	9:00 a	54.7	55.7	54.0	90	51.8	0.9	SE	0.87	2.6	SE	54.7	54.8	54.8	---	30.177	0.00	0.00	0	0.00	5	0.0	0.00	0.0	0.429	0.000	71.1	46	49.3	69.4	8.63	 .0745	0.000	1345	1	98.3	60
06/27/25	10:00 a	54.0	55.5	53.3	88	50.5	0.9	SE	0.87	3.5	SE	54.0	54.0	54.0	---	30.208	0.00	0.00	29	2.49	93	0.0	0.00	0.0	0.458	0.000	70.5	47	49.3	68.7	8.75	 .0747	0.001	1371	1	100.0	60
06/27/25	11:00 a	59.9	62.7	55.5	80	53.7	0.9	SE	0.87	3.5	SE	59.9	59.7	59.7	---	30.216	0.00	0.00	174	14.97	257	0.1	0.04	0.6	0.212	0.000	70.7	47	49.5	69.0	8.75	 .0747	0.004	1368	1	100.0	60
06/27/25	12:00 p	61.8	62.2	61.2	81	55.9	3.5	SE	3.48	7.8	SE	61.8	61.9	61.9	---	30.230	0.00	0.00	344	29.59	504	1.0	0.43	1.5	0.133	0.000	71.9	47	50.6	70.7	8.75	 .0745	0.008	1383	1	100.0	60
06/27/25	1:00 p	62.4	64.0	61.5	77	55.1	5.2	NW	5.22	9.6	WNW	62.4	62.3	62.3	---	30.236	0.00	0.00	541	46.53	668	2.1	0.90	2.9	0.108	0.000	73.2	48	52.3	72.6	8.91	 .0743	0.012	1399	1	100.0	60
06/27/25	2:00 p	63.3	63.8	62.6	75	55.2	4.3	NW	4.35	7.8	WNW	63.3	63.1	63.1	---	30.249	0.00	0.00	658	56.60	754	3.5	1.50	4.5	0.071	0.000	74.6	49	54.2	74.4	9.05	 .0740	0.015	1393	1	100.0	60
06/27/25	3:00 p	64.7	65.8	63.8	68	53.9	3.5	NW	3.48	6.1	NW	64.7	64.3	64.3	---	30.239	0.00	0.00	806	69.33	861	5.3	2.27	6.1	0.013	0.000	75.8	50	55.8	75.7	9.23	 .0738	0.018	1401	1	100.0	60
06/27/25	4:00 p	67.8	69.7	65.8	56	51.5	2.6	NW	2.61	6.1	WNW	67.8	67.0	67.0	---	30.236	0.00	0.00	888	76.38	969	6.6	2.83	7.1	0.000	0.117	76.7	48	55.5	76.4	8.92	 .0737	0.021	1400	1	100.0	60
06/27/25	5:00 p	68.4	68.9	68.1	64	55.7	4.3	WNW	4.35	7.0	WNW	68.4	68.3	68.3	---	30.228	0.00	0.00	936	80.51	972	7.0	3.00	7.2	0.000	0.142	77.5	47	55.7	77.1	8.70	 .0735	0.023	1375	1	100.0	60
06/27/25	6:00 p	71.1	71.7	68.9	47	49.8	5.2	NNW	5.22	11.3	N	71.1	69.5	69.5	---	30.216	0.00	0.00	912	78.44	937	6.7	2.87	7.0	0.000	0.254	78.3	45	55.2	77.6	8.38	 .0734	0.024	1352	1	98.8	60
06/27/25	7:00 p	71.6	72.1	71.1	47	50.3	7.8	N	7.83	14.8	NE	70.2	70.2	68.8	---	30.212	0.00	0.00	840	72.25	1030	5.5	2.36	6.2	0.000	0.275	79.2	43	54.8	78.4	8.05	 .0733	0.024	1364	1	99.7	60
06/27/25	8:00 p	71.4	71.9	71.1	43	47.7	9.6	NNE	9.57	17.4	N	68.8	69.6	67.0	---	30.207	0.00	0.00	725	62.36	893	3.9	1.67	5.0	0.000	0.267	80.0	42	54.8	79.0	7.85	 .0732	0.022	1399	1	100.0	60
06/27/25	9:00 p	71.4	72.0	71.0	41	46.5	8.7	NNE	8.70	15.7	N	69.3	69.4	67.3	---	30.200	0.00	0.00	541	46.53	691	2.3	0.99	3.0	0.000	0.267	80.7	41	54.8	79.6	7.74	 .0731	0.018	1386	1	100.0	60
06/27/25	10:00 p	70.3	71.9	69.4	54	52.9	7.0	ENE	6.96	13.9	NE	69.8	69.2	68.7	---	30.199	0.00	0.00	246	21.16	517	0.9	0.39	1.7	0.000	0.221	81.2	40	54.6	80.0	7.55	 .0730	0.010	1394	1	100.0	60
06/27/25	11:00 p	69.3	70.2	68.4	54	51.9	4.3	ENE	4.35	8.7	NE	69.3	68.2	68.2	---	30.189	0.00	0.00	157	13.50	338	0.1	0.04	0.5	0.000	0.179	81.2	40	54.6	80.0	7.55	 .0730	0.006	1401	1	100.0	60
06/28/25	12:00 a	66.6	68.4	65.0	66	54.9	4.3	ENE	4.35	11.3	NE	66.6	66.4	66.4	---	30.182	0.00	0.00	49	4.21	93	0.0	0.00	0.0	0.000	0.067	80.9	40	54.3	79.7	7.55	 .0730	0.003	1396	1	100.0	60
06/28/25	1:00 a	64.1	65.0	63.2	74	55.6	4.3	ENE	4.35	9.6	ENE	64.1	64.0	64.0	---	30.177	0.00	0.00	3	0.26	25	0.0	0.00	0.0	0.038	0.000	80.4	40	53.9	79.1	7.55	 .0731	0.002	1398	1	100.0	60
06/28/25	2:00 a	62.4	63.2	62.1	83	57.2	3.5	ENE	3.48	7.0	ENE	62.4	62.6	62.6	---	30.187	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.108	0.000	79.6	39	52.5	78.3	7.46	 .0733	0.001	1370	1	100.0	60
06/28/25	3:00 a	62.0	62.3	61.8	83	56.8	2.6	ENE	2.61	6.1	ENE	62.0	62.2	62.2	---	30.185	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.125	0.000	78.8	40	52.4	77.6	7.57	 .0734	0.001	1352	1	98.8	60
06/28/25	4:00 a	62.2	62.3	62.0	81	56.3	2.6	ENE	2.61	5.2	ENE	62.2	62.3	62.3	---	30.197	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.117	0.000	78.0	42	53.0	77.0	7.89	 .0735	0.001	1364	1	99.7	60
06/28/25	5:00 a	62.2	62.4	62.0	84	57.3	2.6	ENE	2.61	5.2	ENE	62.2	62.4	62.4	---	30.178	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.117	0.000	77.3	42	52.4	76.4	7.90	 .0736	0.001	1396	1	100.0	60
06/28/25	6:00 a	61.9	62.1	61.7	85	57.3	2.6	ENE	2.61	4.3	ENE	61.9	62.1	62.1	---	30.164	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.129	0.000	76.6	44	53.1	75.9	8.22	 .0736	0.001	1401	1	100.0	60
06/28/25	7:00 a	61.7	62.1	61.2	88	58.1	2.6	NE	2.61	5.2	ENE	61.7	62.1	62.1	---	30.168	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.137	0.000	75.9	45	53.0	75.3	8.43	 .0737	0.001	1401	1	100.0	60
06/28/25	8:00 a	60.8	61.3	60.5	89	57.5	3.5	NNE	3.48	6.1	NNE	60.8	61.1	61.1	---	30.150	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.175	0.000	75.4	45	52.6	74.8	8.44	 .0737	0.001	1394	1	100.0	60
06/28/25	9:00 a	60.5	60.7	60.3	87	56.6	4.3	NNE	4.35	8.7	NE	60.5	60.7	60.7	---	30.147	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.188	0.000	74.8	46	52.6	74.3	8.55	 .0738	0.001	1390	1	100.0	60
06/28/25	10:00 a	59.5	60.5	58.4	78	52.6	6.1	NNE	6.09	12.2	N	58.6	59.2	58.3	---	30.138	0.01	0.00	8	0.69	21	0.0	0.00	0.0	0.229	0.000	74.3	46	52.2	73.7	8.56	 .0739	0.001	1385	1	100.0	60
06/28/25	11:00 a	57.8	58.4	57.4	81	52.0	2.6	NNE	2.61	7.0	N	57.8	57.5	57.5	---	30.151	0.03	0.95	23	1.98	33	0.0	0.00	0.0	0.300	0.000	73.7	46	51.6	73.0	8.58	 .0740	0.001	1398	1	100.0	60
06/28/25	12:00 p	58.0	58.2	57.6	86	53.8	2.6	N	2.61	5.2	N	58.0	58.0	58.0	---	30.188	0.03	0.15	31	2.67	42	0.0	0.00	0.0	0.292	0.000	73.2	46	51.2	72.4	8.59	 .0742	0.001	1390	1	100.0	60
06/28/25	1:00 p	56.5	57.7	54.9	85	52.0	4.3	N	4.35	11.3	NNW	55.9	56.3	55.7	---	30.170	0.20	0.35	24	2.06	32	0.0	0.00	0.0	0.354	0.000	72.9	47	51.5	72.1	8.75	 .0742	0.001	1396	1	100.0	60
06/28/25	2:00 p	54.5	55.0	53.8	85	50.1	7.0	NNW	6.96	13.0	NNW	51.9	54.3	51.7	---	30.148	0.04	0.44	57	4.90	90	0.3	0.13	0.6	0.438	0.000	72.3	47	50.9	71.2	8.75	 .0742	0.002	1399	1	100.0	60
06/28/25	3:00 p	54.6	55.0	54.3	88	51.1	7.0	NW	6.96	12.2	NW	52.0	54.6	52.0	---	30.127	0.01	0.00	107	9.20	165	0.8	0.34	1.3	0.433	0.000	71.8	48	51.0	70.6	8.89	 .0742	0.003	1374	1	100.0	60
06/28/25	4:00 p	55.2	55.8	54.9	88	51.7	7.0	NNW	6.96	13.0	NNW	52.7	55.2	52.7	---	30.109	0.00	0.00	106	9.12	146	0.9	0.39	1.1	0.408	0.000	71.3	48	50.6	69.9	8.88	 .0743	0.003	1380	1	100.0	60
06/28/25	5:00 p	56.1	56.4	55.7	89	52.9	7.0	NW	6.96	13.0	NW	53.8	56.1	53.8	---	30.081	0.00	0.00	96	8.26	132	0.8	0.34	1.0	0.371	0.000	70.9	49	50.8	69.5	9.05	 .0743	0.003	1334	1	97.5	60
06/28/25	6:00 p	56.8	57.1	56.3	90	53.9	5.2	NW	5.22	12.2	NW	55.8	56.9	55.9	---	30.062	0.00	0.00	122	10.49	162	1.0	0.43	1.4	0.342	0.000	70.7	50	51.1	69.3	9.25	 .0742	0.003	1347	1	98.5	60
06/28/25	7:00 p	56.8	57.1	56.4	93	54.8	6.1	NW	6.09	11.3	W	55.4	57.0	55.6	---	30.039	0.00	0.00	63	5.42	97	0.3	0.13	0.7	0.342	0.000	70.9	50	51.3	69.6	9.25	 .0741	0.002	1339	1	97.9	60
06/28/25	8:00 p	56.9	57.6	56.5	95	55.5	6.1	W	6.09	9.6	WNW	55.5	57.2	55.8	---	30.026	0.15	1.99	20	1.72	62	0.0	0.00	0.5	0.337	0.000	70.7	50	51.1	69.3	9.25	 .0741	0.001	1347	1	98.5	60
06/28/25	9:00 p	57.6	58.0	57.3	96	56.5	7.0	WNW	6.96	12.2	WNW	55.6	58.1	56.1	---	29.991	0.53	3.89	25	2.15	67	0.0	0.00	0.5	0.308	0.000	70.5	51	51.5	69.1	9.44	 .0741	0.001	1351	1	98.8	60
06/28/25	10:00 p	57.4	57.7	57.2	96	56.3	6.1	W	6.09	9.6	W	56.1	57.8	56.5	---	29.963	0.01	0.09	36	3.10	84	0.1	0.04	0.5	0.317	0.000	70.3	51	51.3	68.8	9.44	 .0740	0.001	1335	1	97.6	60
06/28/25	11:00 p	57.8	58.0	57.7	96	56.7	4.3	SW	4.35	9.6	SW	57.4	58.3	57.9	---	29.950	0.00	0.00	24	2.06	56	0.0	0.00	0.0	0.300	0.000	70.2	52	51.7	68.8	9.65	 .0740	0.001	1355	1	99.0	60
06/29/25	12:00 a	57.8	58.0	57.7	96	56.7	4.3	SW	4.35	9.6	WSW	57.4	58.3	57.9	---	29.947	0.00	0.00	10	0.86	16	0.0	0.00	0.0	0.300	0.000	70.0	52	51.6	68.5	9.65	 .0740	0.000	1366	1	99.9	60
06/29/25	1:00 a	58.0	58.1	57.9	96	56.9	3.5	SW	3.48	7.8	SW	58.0	58.5	58.5	---	29.931	0.00	0.00	0	0.00	5	0.0	0.00	0.0	0.292	0.000	69.9	53	52.0	68.6	9.85	 .0740	0.000	1367	1	99.9	60
06/29/25	2:00 a	58.3	58.5	58.1	96	57.2	2.6	SW	2.61	8.7	WSW	58.3	58.8	58.8	---	29.937	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.279	0.000	69.8	53	51.9	68.5	9.85	 .0740	0.000	1368	1	100.0	60
06/29/25	3:00 a	58.5	58.6	58.3	96	57.4	1.7	SW	1.74	4.3	SW	58.5	59.0	59.0	---	29.931	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.271	0.000	69.6	53	51.7	68.3	9.86	 .0740	0.000	1340	1	98.0	60
06/29/25	4:00 a	58.6	58.7	58.6	97	57.8	0.9	SW	0.87	4.3	SW	58.6	59.3	59.3	---	29.924	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.267	0.000	69.4	54	52.0	68.3	9.97	 .0740	0.000	1373	1	100.0	60
06/29/25	5:00 a	58.6	58.7	58.6	97	57.8	0.9	SW	0.87	3.5	SW	58.6	59.3	59.3	---	29.911	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.267	0.000	69.1	54	51.8	68.0	9.99	 .0741	0.000	1343	1	98.2	60
06/29/25	6:00 a	58.5	58.7	58.3	97	57.7	1.7	SW	1.74	5.2	SW	58.5	59.2	59.2	---	29.904	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.271	0.000	68.9	54	51.6	67.8	9.99	 .0741	0.000	1370	1	100.0	60
06/29/25	7:00 a	58.6	59.0	58.4	97	57.8	0.9	SW	0.87	5.2	SW	58.6	59.3	59.3	---	29.880	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.267	0.000	68.7	54	51.4	67.6	10.00	 .0740	0.000	1392	1	100.0	60
06/29/25	8:00 a	58.9	59.0	58.7	97	58.1	3.5	WSW	3.48	7.8	WSW	58.9	59.6	59.6	---	29.879	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.254	0.000	68.5	54	51.2	67.4	10.01	 .0741	0.000	1374	1	100.0	60
06/29/25	9:00 a	58.8	58.9	58.7	97	58.0	2.6	WSW	2.61	8.7	WSW	58.8	59.5	59.5	---	29.887	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.258	0.000	68.4	55	51.6	67.5	10.18	 .0741	0.000	1383	1	100.0	60
06/29/25	10:00 a	59.1	59.3	58.7	97	58.2	1.7	WSW	1.74	4.3	WSW	59.1	59.8	59.8	---	29.892	0.04	0.37	6	0.52	30	0.0	0.00	0.0	0.246	0.000	68.2	55	51.4	67.3	10.19	 .0741	0.000	1398	1	100.0	60
06/29/25	11:00 a	59.2	59.3	59.0	97	58.3	0.9	WSW	0.87	3.5	WSW	59.2	59.9	59.9	---	29.902	0.00	0.00	31	2.67	67	0.0	0.00	0.0	0.242	0.000	68.2	55	51.4	67.3	10.19	 .0742	0.001	1388	1	100.0	60
06/29/25	12:00 p	59.4	59.6	59.2	97	58.5	0.9	WSW	0.87	3.5	WSW	59.4	60.1	60.1	---	29.901	0.00	0.00	69	5.93	118	0.1	0.04	0.6	0.233	0.000	68.4	56	52.1	67.6	10.38	 .0741	0.001	1399	1	100.0	60
06/29/25	1:00 p	59.4	59.6	59.3	97	58.5	1.7	WSW	1.74	3.5	WSW	59.4	60.1	60.1	---	29.893	0.00	0.00	136	11.70	209	0.7	0.30	1.1	0.233	0.000	68.6	56	52.3	67.7	10.38	 .0741	0.003	1399	1	100.0	60
06/29/25	2:00 p	59.6	59.9	59.4	97	58.7	1.7	WSW	1.74	4.3	WSW	59.6	60.4	60.4	---	29.888	0.00	0.00	201	17.29	352	1.2	0.51	1.8	0.225	0.000	69.0	56	52.6	68.1	10.37	 .0740	0.004	1398	1	100.0	60
06/29/25	3:00 p	60.1	60.5	59.7	97	59.2	2.6	WSW	2.61	4.3	WSW	60.1	60.9	60.9	---	29.876	0.00	0.00	215	18.49	318	1.5	0.64	2.3	0.204	0.000	69.3	58	53.9	68.6	10.75	 .0739	0.005	1386	1	100.0	60
06/29/25	4:00 p	60.4	60.8	60.0	96	59.3	4.3	W	4.35	7.0	WSW	60.4	61.1	61.1	---	29.881	0.00	0.00	318	27.35	621	2.8	1.20	6.2	0.192	0.000	69.7	59	54.7	69.1	10.95	 .0738	0.007	1365	1	99.8	60
06/29/25	5:00 p	60.9	61.6	60.3	96	59.8	4.3	WNW	4.35	7.0	WNW	60.9	61.7	61.7	---	29.874	0.00	0.00	271	23.31	380	2.4	1.03	3.2	0.171	0.000	70.1	59	55.1	69.4	10.95	 .0737	0.006	1365	1	99.8	60
06/29/25	6:00 p	61.8	62.3	61.5	95	60.4	4.3	WNW	4.35	6.1	WNW	61.8	62.6	62.6	---	29.865	0.00	0.00	526	45.24	1007	4.8	2.06	7.5	0.133	0.000	70.8	59	55.8	70.3	10.92	 .0736	0.012	1386	1	100.0	60
06/29/25	7:00 p	62.5	63.0	62.2	93	60.4	5.2	WNW	5.22	7.8	WNW	62.5	63.3	63.3	---	29.861	0.00	0.00	479	41.20	1121	3.9	1.67	6.0	0.104	0.000	71.6	61	57.4	71.4	11.19	 .0734	0.011	1394	1	100.0	60
06/29/25	8:00 p	63.7	64.7	62.6	92	61.3	5.2	WNW	5.22	7.0	WNW	63.7	64.7	64.7	---	29.865	0.00	0.00	554	47.65	858	3.3	1.41	4.8	0.054	0.000	72.2	60	57.5	72.2	11.01	 .0733	0.012	1394	1	100.0	60
06/29/25	9:00 p	65.3	65.8	64.6	91	62.6	4.3	W	4.35	7.0	W	65.3	66.5	66.5	---	29.862	0.00	0.00	336	28.90	805	1.8	0.77	3.0	0.000	0.013	72.9	60	58.2	73.1	10.99	 .0732	0.008	1398	1	100.0	60
06/29/25	10:00 p	66.2	66.9	65.2	90	63.2	3.5	W	3.48	5.2	W	66.2	67.6	67.6	---	29.862	0.00	0.00	183	15.74	269	0.8	0.34	1.2	0.000	0.050	73.5	59	58.3	73.7	10.81	 .0731	0.004	1399	1	100.0	60
06/29/25	11:00 p	67.9	69.2	66.8	87	63.9	1.7	W	1.74	6.1	N	67.9	69.4	69.4	---	29.867	0.00	0.00	78	6.71	116	0.0	0.00	0.0	0.000	0.121	74.0	58	58.3	74.3	10.59	 .0730	0.002	1396	1	100.0	60
06/30/25	12:00 a	68.6	69.2	68.1	89	65.2	2.6	NE	2.61	6.1	NNE	68.6	70.5	70.5	---	29.871	0.00	0.00	28	2.41	39	0.0	0.00	0.0	0.000	0.150	74.4	58	58.7	74.7	10.57	 .0729	0.001	1400	1	100.0	60
